id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_b06_SAEM,eta_b16_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha16_SAEM,eta_alpha17_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_alpha26_SAEM,eta_alpha27_SAEM
1,0.485954,0.068679,-0.0206625,0.0672794,0.0045895,-0.000677614,-0.370267,0.0825041,1.34045,0.000766701,-0.0188135,-0.00802525,33.4868,0.15407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.808834,-0.0718506,0.0336629,0.207782,0.0933159,0.0013679,-0.921251,-0.0143157,-0.276479,0.0119893,0.296287,0.00838372,-100.214,-0.87589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2.28881,-0.187936,0.0392389,0.861166,0.0207711,0.000805581,-0.803845,-0.221217,0.422344,0.0350596,0.194882,-0.0199772,158.603,-4.81257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.99204,0.0662976,-0.0184231,7.33576e-05,0.000278622,-0.00153286,0.844769,-0.175264,2.93176,-0.0570456,0.358792,-0.0309621,58.54,-1.88291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2.28525,0.041733,-0.0186418,-0.12587,-0.0500639,0.00369061,-0.521469,-0.0746164,2.51324,0.075237,-0.582637,0.00421082,61.5332,-4.30842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.654444,0.236864,0.00291591,0.0553963,-0.0251303,-0.00888469,0.0261944,-0.125924,-0.661645,-0.157089,-0.620311,0.104996,162.674,1.03018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2.62057,0.0141865,-0.0149464,-0.119408,0.0479186,0.000348416,-1.87489,-0.148166,-0.353082,0.0241912,1.08956,-0.0026728,-193.974,-0.920718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1.92732,0.0246219,-0.0164681,-0.0691687,0.0164874,-0.000373255,-0.491564,-0.0631547,0.48827,-0.00164947,0.51125,0.0650593,138.516,-0.125306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-2.08821,-0.00888228,0.00181739,0.00413337,0.00552911,-5.29015e-05,-0.458393,-0.0227818,-0.906632,0.000341287,-0.269471,0.00421008,-128.727,-0.117561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.415173,-0.00113976,-0.0183412,-0.233102,-0.00555291,-0.00212216,0.0564578,-0.138275,0.823362,0.0291907,1.28035,0.0093834,-224.004,-14.2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.60904,0.0303501,-0.0120798,0.0526222,-0.0135561,-0.000225387,1.60756,0.049232,1.79944,-0.00321733,-0.18433,-0.00522376,-0.119759,0.273843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
