id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha21_SAEM,alpha22_SAEM
1,5.27666,-0.168829,-0.171662,4.54964,7.44099,0.00278581,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
2,3.74574,0.014395,-0.191756,8.98219,7.3252,0.00140935,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
3,5.57366,-0.110225,-0.187494,10.9241,7.38278,0.0014866,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
4,2.75846,-0.161109,-0.169718,4.84553,7.35879,0.00401437,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
5,6.33994,-0.12584,-0.19784,6.43214,7.38153,-0.000456448,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
6,0.978074,-0.146521,-0.0967056,4.08087,7.37717,-0.00155831,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
7,6.31074,-0.170049,-0.154364,5.96625,7.39319,0.000103378,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
8,3.64977,0.0328304,-0.163982,8.88591,7.4104,0.0064486,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
9,5.36676,-0.117557,-0.19098,5.97391,7.42248,0.00261514,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
10,3.99244,-0.194525,-0.0305616,15.0501,7.39328,0.00344623,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
11,1.81951,-0.241946,-0.092385,13.0849,7.43536,0.00398512,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
12,1.95451,-0.190553,-0.138635,6.19534,7.39852,0.00288913,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
13,1.04236,-0.142866,-0.169794,4.33946,7.38186,0.00422478,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
14,4.5998,-0.139309,-0.174399,6.10531,7.38095,0.00365438,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
15,5.04879,-0.199496,-0.162261,8.51945,7.32359,-0.00513326,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
16,4.56825,-0.0954703,-0.175752,5.47094,7.41812,0.00909384,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
17,7.66209,-0.134582,-0.189635,6.62866,7.40989,0.0015028,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
18,5.77425,-0.15552,-0.209498,5.82194,7.40759,-0.00139895,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
19,2.05279,-0.171407,-0.153113,4.98891,7.4209,0.0051374,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
20,3.81788,-0.187617,-0.151355,5.12462,7.35291,-0.00186799,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
21,6.72093,-0.174386,-0.175497,4.65907,7.32787,0.00550796,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
22,6.70939,-0.208734,-0.0885093,10.5202,7.39068,0.00229653,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
23,8.53998,-0.104076,-0.231928,10.5733,7.43171,0.000228153,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
24,2.90558,-0.150843,-0.16213,6.66162,7.43443,0.00286372,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
25,3.81828,-0.137057,-0.178639,6.15021,7.38613,0.00362232,0.0573448,0.155948,0.7477,0.134424,0.15309,-18.4364,-0.0704487,5.82913
