id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha15_SAEM,eta_alpha17_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha25_SAEM,eta_alpha27_SAEM
1,0.780017,0.0296331,-0.0227182,0.0448027,-0.0419579,0.00303274,0.998778,-0.0368582,0.935516,-0.037931,104.251,1.43433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.654558,-0.034815,0.0947636,-0.26866,0.00837202,0.00181458,0.680796,-0.0373985,0.784448,-0.0537513,-56.1681,-8.01188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-1.47344,0.179908,0.0130409,0.0688947,0.030954,0.0035626,0.509875,0.266928,0.399825,0.20936,-15.313,-0.153789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.297117,0.133999,-0.0380813,0.679858,-0.01245,-0.0102606,-0.246842,0.256518,0.661446,0.159393,15.4498,3.61244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.464861,-0.00621144,0.00629548,0.00175992,-0.00600033,0.000352013,-0.4936,-0.0406055,-0.123125,0.000917235,-11.0761,-0.196469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-1.5488,-0.00655643,0.0263426,-0.341998,-0.047639,-0.000791934,1.41049,0.291777,1.10492,0.169197,-82.3187,1.73308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.51844,-0.0193437,0.00358393,-0.419168,0.00985462,-0.000248093,0.735315,0.0227139,0.612185,-0.00612095,66.0111,1.43301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-3.71801,-0.118413,0.0691382,0.133277,0.00929257,-0.000478026,-1.31761,-0.0916341,-0.628313,-0.0460396,23.6884,1.71265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1.46578,-0.182519,0.0276369,1.42872,-0.0379304,0.00535731,1.29878,-0.0169722,1.69733,0.013933,84.9461,-0.326348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-0.114496,-0.00963106,-0.0189475,-0.286389,0.0194019,-0.00529284,-0.48465,0.171598,-0.223276,0.0701269,19.0032,-1.63775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-1.68615,0.0155449,-0.0237658,-0.0886317,0.0226634,-0.00460602,-0.254472,0.0249597,-0.457107,-0.133863,-153.73,-3.47878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.0649688,0.0947171,-0.0425447,0.603206,0.00188757,-0.000297901,0.618198,0.234204,0.219207,0.190522,54.991,2.85442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-0.0838152,0.0225102,-0.014604,-0.0644945,-0.00352185,0.000407699,0.527745,-0.0246159,0.00783229,0.0103612,140.47,0.2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.0516692,0.0193614,-0.00387611,-0.0181607,-0.0904852,-0.000937905,-0.692394,0.076993,-0.548334,0.00422638,-68.1908,-0.505969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1.08135,0.0486881,-0.0200737,0.12395,-0.0108023,-0.000399134,-1.56773,0.0330124,-0.87546,-0.0996575,42.4036,-4.72493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-0.899065,-0.0525929,0.0458698,-0.0553819,0.00888846,-0.00106147,0.089755,-0.118171,-0.864509,0.0523608,62.83,4.68376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-0.919491,-0.0448957,0.00441194,-0.254155,0.0096801,0.000370042,-1.51706,0.0221219,-0.977666,-0.00761509,-58.8988,3.63289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-1.90071,-0.00986603,0.000112407,-0.185725,-0.0123983,-0.000499903,0.170376,0.0173481,-0.880042,0.00668152,-78.0837,0.547326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.551507,-0.0154296,0.00304109,-0.0930248,0.00688924,0.00055168,-0.617503,-0.000276361,-0.772782,0.00532688,-86.6769,0.0440474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-4.10647,-0.0775696,0.00661567,-0.174425,0.0672358,0.00163652,0.0705204,0.000755612,0.457314,0.00317359,124.857,2.98178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-4.1958,-0.00548901,0.00478037,-0.411721,-0.0329083,0.000547621,-0.405486,-0.00997723,0.122351,-0.0146722,-50.4944,-0.702193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1.70699,0.0166376,-0.0158742,-0.109575,-0.000590134,-0.000434828,0.630072,0.198595,0.573235,0.0493942,68.6383,0.72826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2.41867,0.0207078,-0.0172397,-0.07909,-0.0314536,0.00108472,-0.742941,0.00261837,-0.370639,0.00951399,65.9385,0.247187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-0.379031,-0.00840086,0.00492079,0.00298051,0.0528774,0.000231227,-1.18812,0.000688581,-0.807768,-0.00515393,-148.507,0.91024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1.12132,0.0339399,-0.0198496,0.0528284,0.0101145,0.000524575,-1.03353,-0.0481109,0.171368,0.00930129,-14.215,-1.57136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-1.59283,0.283114,-0.0208813,0.115797,0.0592481,0.00198031,0.101479,-0.0906207,0.259762,-0.0680111,-147.59,-3.63647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.407265,0.14524,-0.0451259,1.13128,-0.0461106,-0.00171999,1.11621,0.113388,0.753884,0.107816,-173.83,-0.459625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-0.363994,0.0551199,0.171642,-0.394569,-0.00214398,0.0045218,-0.00777336,0.0292606,-0.232389,0.013064,129.014,2.81927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1.92447,-0.0256649,-0.00547891,-0.275161,-0.00330792,-0.00346345,-1.05943,-0.130418,-1.28866,-0.0844682,-21.7141,0.374422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2.7492,-0.005853,0.00631431,-0.0595919,0.016277,-0.000757787,0.0758531,0.0565701,0.0248823,0.00529619,80.4073,0.379083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2.11766,0.00108756,-0.00660058,-0.155497,-0.0703739,-0.00232665,0.536304,0.088195,0.0567862,0.010363,48.9154,-0.121831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,-4.52078,-0.0460977,0.127281,-0.677511,-0.0562296,-0.00214425,1.387,0.218359,0.381239,0.194628,-162.407,-7.75171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-0.417464,-0.0139674,0.00404173,-0.211187,0.0335735,0.000890442,0.0358601,0.0467204,-0.0484905,0.004266,103.099,0.168398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,-0.415896,0.182072,-0.0234723,1.16603,0.102302,0.00776221,-0.562759,-0.0605215,-0.372398,-0.0504837,-152.026,-6.05375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-0.339096,-0.00431763,0.00465609,0.00183751,0.0150465,0.000490423,-0.158392,-0.0117905,0.246991,0.00137591,-23.9271,-0.139655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,-2.31037,0.0384482,-0.0084543,-0.330737,-0.0203567,0.00128313,0.343917,0.0495125,0.0706194,-0.0244229,-115.973,-2.08633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.241552,-0.0133923,0.00589983,-0.0711284,-0.00550849,-0.000173651,0.219894,-0.0195095,0.229038,0.00329425,29.9164,0.114515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2.65341,0.0620451,-0.0357776,0.282213,-0.0098684,0.00115836,-0.499342,-0.109605,0.0281059,-0.0194449,-41.1518,-1.28879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.828805,0.0064235,-0.00630085,0.0691198,-0.037841,-0.000648987,-1.48516,0.0908385,-0.713144,0.00762313,-26.6568,0.151775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0408767,0.204685,-0.00592563,0.501578,0.00610631,-0.00379704,0.354799,0.0722832,0.443069,-0.0232782,64.7167,4.9128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2.10223,0.0344264,-0.0819902,1.04301,-0.00311625,0.000633162,-0.0358941,0.0454833,-0.198795,0.0785011,110.804,1.61464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1.28433,-0.0121372,0.00338904,-0.161661,0.0215226,-0.000127797,-0.413448,-0.0145128,-0.258518,0.0121559,248.101,-0.186722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2.29367,-0.0397797,-0.00986869,-0.31331,-0.0233289,-0.00382525,-0.347746,0.0612574,-0.27293,0.0798211,141.988,0.534399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.690139,-0.0291631,-0.000788639,-0.207341,-0.00886151,-0.000665073,-0.273624,0.0649082,-0.745136,0.0565583,17.4058,1.84107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.156184,-0.0355664,-0.00409493,-0.271327,0.0245921,0.000238752,-0.129529,0.0306157,0.207515,0.0476623,17.3928,2.19129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-0.390601,-0.00108155,-0.0310335,0.00623453,-0.0083777,0.00372914,0.428508,-0.0359259,0.492234,0.00867195,60.1558,-7.81376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-0.459604,-0.0452287,0.00118878,-0.398657,-0.0118129,-0.00289038,-0.228753,0.162929,-0.469568,0.0374141,-22.2881,-0.356651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1.98241,-0.039965,0.0278466,-0.0999513,0.00664641,-0.00106195,-0.387064,-0.0997101,-0.0222048,-0.0127931,129.638,1.20411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.273182,0.00574956,-0.00361667,-0.0112018,-0.0320752,-0.000227216,0.332095,0.0687165,-0.463844,-0.00922322,-138.262,-0.125929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
