id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b05_SAEM,b15_SAEM,b07_SAEM,b17_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha15_SAEM,alpha17_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,alpha25_SAEM,alpha27_SAEM
1,4.28487,-0.073293,-0.168377,7.87764,7.38519,0.00226828,4.27349,-0.0781973,7.18001,-0.0257175,608.6,-4.71171,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
2,4.28347,-0.21118,-0.135761,5.19571,7.40402,0.00327558,3.64792,-0.156717,7.70802,-0.0125558,387.683,-5.55823,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
3,4.34216,-0.187065,-0.129385,6.04917,7.42659,0.00321692,5.04142,-0.17115,7.04986,-0.0325952,444.006,-5.33975,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
4,5.45624,-0.205578,-0.132079,6.2799,7.40203,0.00284574,3.89425,-0.157953,6.33155,-0.0266448,223.003,-5.37263,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
5,5.2008,-0.198186,-0.125544,6.72408,7.4032,0.00361902,4.47787,-0.182859,7.07053,-0.0336601,376.731,-5.60687,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
6,3.75835,-0.225203,-0.149027,4.24265,7.40504,0.00678374,5.4913,-0.126365,8.00502,-0.00608393,254.004,-6.60107,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
7,4.04394,-0.18319,-0.124221,5.49888,7.42023,0.00294418,2.69729,-0.158939,6.00839,-0.0268458,474.838,-4.88846,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
8,5.13789,-0.141329,-0.150522,6.81925,7.39925,0.00232324,5.14975,-0.0855018,7.36951,-0.023354,393.225,-4.48309,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
9,1.93867,-0.17379,-0.150933,4.06117,7.41257,0.00302964,3.36504,-0.241641,6.59666,-0.00347153,415.614,-4.00011,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
10,2.47604,-0.233553,-0.109506,5.1259,7.42437,0.00598737,2.82006,-0.259624,5.60356,-0.0722894,471.917,-5.07144,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
11,4.84978,-0.229116,-0.140629,5.00351,7.43181,0.00231865,3.57646,-0.238405,6.47445,-0.0673021,349.052,-2.38056,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
12,5.79481,-0.140311,-0.167058,5.52064,7.35921,-0.0110401,3.79898,-0.0633676,6.64065,0.0265055,437.419,-4.39184,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
13,5.67192,-0.183603,-0.127039,4.62461,7.37824,0.004648,4.8398,-0.336248,7.45848,-0.0289862,362.63,-4.18821,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
14,4.57692,-0.230855,-0.131108,4.00114,7.42225,-0.00560778,4.24069,-0.0488492,7.99191,0.0494255,486.383,-13.6557,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
15,2.03022,-0.346664,-0.0469082,3.09754,7.41141,-0.00189426,4.01076,-0.248021,6.16861,-0.0812546,321.006,-12.5793,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
16,4.01733,-0.25175,-0.0913886,6.92096,7.44809,0.00491144,4.3073,-0.222261,6.74653,-0.0582268,381.481,-6.28356,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
17,2.51105,0.0612917,-0.110446,3.84859,7.4035,0.00201575,6.08717,-0.29357,8.30877,-0.0376279,97.0792,6.54539,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
18,5.19933,-0.231233,-0.151626,4.25639,7.42659,0.00326324,3.17831,-0.233787,5.61921,-0.0492383,316.007,-4.52677,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
19,5.8983,-0.160296,-0.141865,5.82336,7.41699,0.0031663,4.43056,-0.0954197,6.72876,-0.0271825,474.423,-4.46014,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
20,5.98476,-0.173029,-0.134108,4.40373,7.36836,0.00135574,3.98899,-0.135477,6.66882,-0.0779689,209.885,-6.95337,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
21,5.10201,-0.199264,-0.135292,5.8,7.40425,0.00364784,4.11247,-0.167327,7.41256,-0.0355291,288.603,-5.20486,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
22,3.54244,-0.198979,-0.124995,4.2608,7.36472,0.00184946,4.19626,-0.279098,6.35702,-0.0247277,299.21,-5.23904,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
23,5.26837,-0.172249,-0.15686,3.8572,7.39128,0.00808448,4.10531,0.0909262,7.09773,0.0871934,329.319,-5.60252,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
24,6.47235,-0.140581,-0.161713,4.49588,7.39658,-0.00574783,4.05882,-0.0582474,6.39181,0.0193911,412.167,-1.07664,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
25,3.71263,-0.208574,-0.102376,4.8455,7.37483,0.00734679,3.70784,-0.076697,6.5448,0.0271849,160.635,-4.15686,0.0258433,0.0998555,0.790231,0.129914,0.190534,-12.8791,0.590068,1.08551e-10,0.00357975,-0.0717481,1.99401e-09,-0.19804,1.92747e-10,-0.000374174
