id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b04_SAEM,b14_SAEM,b05_SAEM,b15_SAEM,b06_SAEM,b16_SAEM,b07_SAEM,b17_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha14_SAEM,alpha15_SAEM,alpha16_SAEM,alpha17_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,alpha24_SAEM,alpha25_SAEM,alpha26_SAEM,alpha27_SAEM
1,5.42566,-0.173033,-0.134269,11.7921,7.44767,0.00370201,4.6758,-0.172191,4.07559,0.019621,6.57498,-0.0434427,4.98062,-0.0617053,441.318,-5.12644,0.0301706,0.139732,0.762118,0.124257,0.168894,-10.3817,0.701936,-5.13256e-06,-2.46594e-09,0.260155,4.90346e-08,-0.121514,5.02085,-0.32547,3.22249e-07,-0.00257891,-7.81877e-11,0.0020072
2,6.15912,-0.16643,-0.177174,4.36377,7.35856,0.010128,5.00469,-0.093137,4.96255,0.0447599,8.18842,-0.0880026,5.87777,-0.229674,275.212,-1.56344,0.0301706,0.139732,0.762118,0.124257,0.168894,-10.3817,0.701936,-5.13256e-06,-2.46594e-09,0.260155,4.90346e-08,-0.121514,5.02085,-0.32547,3.22249e-07,-0.00257891,-7.81877e-11,0.0020072
3,2.16574,-0.182214,-0.127418,3.88983,7.39838,0.000319677,4.28099,-0.104595,5.21016,-0.038039,8.0688,-0.00561932,5.43737,-0.0112834,329.198,-6.07642,0.0301706,0.139732,0.762118,0.124257,0.168894,-10.3817,0.701936,-5.13256e-06,-2.46594e-09,0.260155,4.90346e-08,-0.121514,5.02085,-0.32547,3.22249e-07,-0.00257891,-7.81877e-11,0.0020072
4,1.74582,-0.164683,-0.191769,4.16849,7.38534,-0.00240259,4.04265,0.204284,3.83741,-0.0372667,7.35678,0.277461,4.36471,-0.00115664,409.821,-0.60085,0.0301706,0.139732,0.762118,0.124257,0.168894,-10.3817,0.701936,-5.13256e-06,-2.46594e-09,0.260155,4.90346e-08,-0.121514,5.02085,-0.32547,3.22249e-07,-0.00257891,-7.81877e-11,0.0020072
5,6.76019,-0.151447,-0.153023,5.51522,7.38162,-0.00181941,3.79878,0.0682295,4.28497,0.0983154,6.68463,0.00564228,5.475,0.0582068,379.515,-3.97724,0.0301706,0.139732,0.762118,0.124257,0.168894,-10.3817,0.701936,-5.13256e-06,-2.46594e-09,0.260155,4.90346e-08,-0.121514,5.02085,-0.32547,3.22249e-07,-0.00257891,-7.81877e-11,0.0020072
6,4.93493,-0.102399,-0.184325,8.19018,7.31983,0.000802742,4.25874,-0.0237786,1.20335,0.012503,7.24994,-0.036072,4.30386,-0.0584763,204.291,-3.53711,0.0301706,0.139732,0.762118,0.124257,0.168894,-10.3817,0.701936,-5.13256e-06,-2.46594e-09,0.260155,4.90346e-08,-0.121514,5.02085,-0.32547,3.22249e-07,-0.00257891,-7.81877e-11,0.0020072
7,3.98847,-0.197784,-0.143972,15.5168,7.45521,0.00305903,4.74868,-0.176189,3.18959,0.00880511,7.56862,-0.0407742,5.4113,-0.0661426,396.094,-4.92014,0.0301706,0.139732,0.762118,0.124257,0.168894,-10.3817,0.701936,-5.13256e-06,-2.46594e-09,0.260155,4.90346e-08,-0.121514,5.02085,-0.32547,3.22249e-07,-0.00257891,-7.81877e-11,0.0020072
8,5.11919,-0.167291,-0.195942,5.53142,7.43132,0.0087088,4.84023,-0.00696634,4.0131,0.0850372,7.78933,0.0204521,4.71625,-0.102668,138.253,-6.32714,0.0301706,0.139732,0.762118,0.124257,0.168894,-10.3817,0.701936,-5.13256e-06,-2.46594e-09,0.260155,4.90346e-08,-0.121514,5.02085,-0.32547,3.22249e-07,-0.00257891,-7.81877e-11,0.0020072
9,4.87502,-0.142176,-0.167698,17.0014,7.35557,0.00221382,5.05099,-0.0803569,4.49241,0.0150778,6.40307,-0.043241,5.31341,-0.0684333,314.152,-5.45222,0.0301706,0.139732,0.762118,0.124257,0.168894,-10.3817,0.701936,-5.13256e-06,-2.46594e-09,0.260155,4.90346e-08,-0.121514,5.02085,-0.32547,3.22249e-07,-0.00257891,-7.81877e-11,0.0020072
10,3.79829,-0.199495,-0.140327,4.09325,7.35426,-0.00408381,3.19629,-0.208505,5.78307,-0.0322802,6.5343,-0.0624565,5.45017,0.0880726,275.493,-10.8912,0.0301706,0.139732,0.762118,0.124257,0.168894,-10.3817,0.701936,-5.13256e-06,-2.46594e-09,0.260155,4.90346e-08,-0.121514,5.02085,-0.32547,3.22249e-07,-0.00257891,-7.81877e-11,0.0020072
