id,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM
1,-0.0103436,-0.00404211,0.626837,-0.0146027,0,0,0,0,0,0,0,0
2,0.0339789,-0.000195376,0.024735,0.168012,0,0,0,0,0,0,0,0
3,0.0326923,0.00100103,0.13388,0.00222295,0,0,0,0,0,0,0,0
4,0.0219093,0.00245006,-0.0859453,-0.0184231,0,0,0,0,0,0,0,0
5,0.0229169,-0.000120487,-0.227367,-0.251267,0,0,0,0,0,0,0,0
6,-0.0563529,-0.000632194,0.371236,-0.0363669,0,0,0,0,0,0,0,0
7,0.0194168,0.00190095,0.857678,0.108477,0,0,0,0,0,0,0,0
8,0.0800974,-0.000808624,0.220033,-0.0150581,0,0,0,0,0,0,0,0
9,-0.037519,5.19178e-05,1.48717,0.0482019,0,0,0,0,0,0,0,0
10,0.00485503,0.00195695,0.562464,-0.0477174,0,0,0,0,0,0,0,0
11,-0.0198485,5.17844e-05,-0.416228,-0.120254,0,0,0,0,0,0,0,0
12,-0.0143429,0.00105597,1.05843,-0.00198432,0,0,0,0,0,0,0,0
13,-0.015601,0.00329698,-1.23681,-0.10015,0,0,0,0,0,0,0,0
14,0.0324642,-0.00332997,-0.707077,-0.106209,0,0,0,0,0,0,0,0
15,0.0102257,-0.000169294,0.00613535,0.0140844,0,0,0,0,0,0,0,0
16,-0.0267292,-0.000302652,0.597017,-0.019587,0,0,0,0,0,0,0,0
17,0.0196223,-0.000679906,1.17113,0.0735016,0,0,0,0,0,0,0,0
18,0.0931403,0.00286292,-0.98131,-0.0585313,0,0,0,0,0,0,0,0
19,0.0208663,-0.00167893,-0.370851,-0.0217733,0,0,0,0,0,0,0,0
20,-0.0319661,0.000105715,-0.190202,0.00258198,0,0,0,0,0,0,0,0
21,0.0209518,0.00157497,0.32182,0.0821382,0,0,0,0,0,0,0,0
22,0.0232986,0.0048606,-0.0566924,0.0124491,0,0,0,0,0,0,0,0
23,0.0386099,0.00466963,0.0305862,0.093221,0,0,0,0,0,0,0,0
24,-0.0537381,-0.00669222,1.12185,0.0907193,0,0,0,0,0,0,0,0
25,-0.0501285,5.16288e-05,-0.34739,-0.00757588,0,0,0,0,0,0,0,0
26,0.109411,0.00694182,0.636079,-0.19244,0,0,0,0,0,0,0,0
27,0.00739612,0.000371585,0.58569,-0.0264145,0,0,0,0,0,0,0,0
28,0.0104208,0.00313643,1.22989,0.0164016,0,0,0,0,0,0,0,0
29,-0.00574146,0.003014,-0.396045,-0.101511,0,0,0,0,0,0,0,0
30,0.00148907,0.000266071,-0.660939,-0.00789752,0,0,0,0,0,0,0,0
31,0.0113319,0.00304958,0.558185,0.0114447,0,0,0,0,0,0,0,0
