id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_b06_SAEM,eta_b16_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha15_SAEM,eta_alpha16_SAEM,eta_alpha17_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha25_SAEM,eta_alpha26_SAEM,eta_alpha27_SAEM
1,1.97431,0.118706,0.00270814,-0.161908,-0.0248258,0.00347291,-0.554553,0.0541377,-1.21533,0.070491,-0.304351,0.0274311,30.854,2.49441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-2.03428,-0.096453,0.0631126,0.062541,0.0351323,0.00608247,1.11345,-0.0411234,-0.278076,-0.022002,0.205956,-0.201242,-131.661,-2.54092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2.1706,-0.0124783,0.00489288,0.0035543,-0.0199882,0.000427355,-0.550049,-0.0280418,-0.219504,0.00161741,0.398988,-0.000985002,-13.0903,-0.191937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.236276,-0.0319481,0.0111346,-0.138466,-0.0184236,-0.000739123,0.499678,-0.193491,0.542064,-0.0720967,-0.582703,-0.0647807,-48.2701,4.39656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.0972078,-0.154863,0.0832783,1.14097,-0.0584581,0.00117578,-0.522704,-0.133254,-0.694713,-0.0546077,-0.270087,0.0443671,56.8274,1.93631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.381891,0.0256368,0.157322,-0.490554,0.00252171,-0.00457905,-0.0517745,-0.0419597,0.110608,0.00549114,-0.782445,-0.11645,44.3921,0.122929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.48886,-0.0908008,0.0184677,-0.0397322,-0.0140517,0.000911553,0.549824,0.0553358,0.992078,0.0776887,0.65774,0.00347051,66.2004,0.391528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.800066,0.0338347,0.18372,0.1456,-0.00676879,0.00364547,0.218106,-0.0293626,0.368161,0.00635449,0.124513,-0.0732003,140.353,6.50196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.560412,-0.0105415,-0.00247988,-0.153913,-0.00557604,0.000453734,-0.775347,-0.0201492,0.682885,-0.0347313,-0.495287,-0.0468594,-37.6454,0.293406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-0.350741,-0.0581463,-0.002252,-0.130377,0.0122935,0.00045343,0.79528,0.0234424,-0.0371927,-0.00763797,-0.642557,0.00846129,32.4912,-1.83432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-0.367594,0.0295268,-0.00850306,0.0116691,-0.0234059,5.8537e-06,1.45664,0.0735604,-0.027947,-0.0111695,0.471159,-0.002279,67.3327,0.0733458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3.15719,0.139203,-0.0661314,0.851856,0.0186158,0.00266357,0.00271524,-0.0949727,-0.158228,-0.0404269,-0.552967,0.0258171,60.5965,1.30337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-4.65368,-0.0188107,0.00502555,0.0146808,-0.00807668,0.000463828,0.459594,-0.0207731,-0.0296085,-0.00205268,0.680498,0.00533431,-23.596,-0.220532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-0.523204,0.141538,0.0154042,-0.0173998,-0.0189394,-0.000845139,-0.143168,-0.0181145,-1.32768,-0.0784704,0.591402,-0.033945,-195.847,3.87471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3.50535,0.150299,-0.0309845,0.35747,0.0509093,0.000449414,1.2589,0.112515,0.125817,0.0618892,0.0386697,0.0145012,-70.4893,-0.424158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-0.734705,-0.0147549,0.00178415,0.0123691,0.0165142,9.40546e-05,-0.0474991,-0.02203,0.3313,0.00418286,0.402002,0.0026085,-23.7129,0.0232893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-1.51096,-0.0769121,0.068528,0.0837983,0.016459,-0.00225,1.09239,-0.0282418,0.293766,0.0193714,-0.283015,-0.130234,124.835,0.701133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-1.5221,0.0014896,-0.0239939,-0.145904,-0.0191246,0.00740418,-0.340892,-0.0030687,0.681222,0.0182445,-0.0127171,0.137044,142.889,-1.77542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1.10059,-0.011739,0.00136232,0.00774961,-0.000876251,-8.87826e-05,-0.438099,-0.0204636,-0.720639,-0.000519493,0.453559,0.00967797,165.732,0.0342268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1.4252,0.0642893,-0.0200965,-0.0702386,-0.00375214,0.00394552,0.346346,0.0490104,1.0169,0.0561875,0.368381,-0.0811682,90.3109,4.34959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-1.97893,0.0262622,-0.00940465,-0.106026,0.00916262,0.00094282,0.219665,0.0936422,0.441131,-0.00435966,-0.152449,-0.0147015,81.4853,0.126089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.00645639,-0.0190946,0.00669538,0.0194824,-0.00383475,0.0001328,-0.217124,-0.0282628,-0.37859,0.00240803,0.1784,-0.000104287,-135.938,-0.332318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-2.06793,-0.073593,-0.0136365,-0.1364,0.0728953,0.000912402,0.736244,0.180087,-0.0129817,0.12821,-0.138263,0.0605543,142.234,2.82698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.386255,-0.00700396,-0.0166477,-0.192566,-0.0419287,-0.000592024,0.824169,0.0763782,0.925823,0.115328,1.03795,0.065693,52.4283,1.66506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.852982,0.0975668,-0.0625767,0.623065,-0.00500172,-0.005433,0.458925,-0.23373,0.616985,-0.0634537,-0.206841,0.0423751,-128.453,5.5502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-1.72483,0.0121079,-0.00412716,-0.138097,0.00855898,0.000774961,-0.146146,-0.0217715,-0.241966,0.00456544,0.896167,0.000572976,15.6556,-0.16964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-1.23839,0.0786826,-0.0169385,-0.0186809,-0.0279804,-0.0032966,0.936146,-0.0712567,0.276396,-0.0530846,-0.579022,-0.0123327,-110.855,3.02585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-0.739532,-0.0697162,-0.00479129,-0.128866,-0.0488581,-0.00510587,-0.929817,0.18829,0.325806,0.166471,-0.814341,0.0346925,-24.4577,-1.88661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-0.50315,-0.0192724,-0.0109813,-0.203728,-0.0103265,0.0104026,1.33772,0.0821261,-0.203156,-0.110455,-0.426204,0.0766912,138.415,3.91321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
