id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_b06_SAEM,eta_b16_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha15_SAEM,eta_alpha16_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_alpha25_SAEM,eta_alpha26_SAEM
1,1.48282,0.021746,-0.0107384,-0.176634,0.00966966,0.00312374,0.469973,0.0212031,2.76006,0.00877095,0.516804,0.00740815,0.829025,0.000504427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.753911,-0.0150026,0.00178598,0.0151715,0.0235352,0.000446828,0.116469,-0.016201,1.52017,0.000264338,0.505123,0.00295076,0.0825591,-0.00287345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-0.624277,-0.0503588,0.0138052,0.0569093,0.00760753,0.00178868,-0.386822,-0.0287727,2.15001,-0.0116275,-0.857865,0.025144,-1.04166,-0.055507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-1.88386,-0.0171069,0.000163846,-0.379474,-0.0510969,-0.00282722,0.749053,0.303547,-2.08608,-0.0257735,1.19634,0.0468742,-0.0456121,-0.0150706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-2.18999,-0.0107411,0.00167424,-0.0320064,0.00489075,1.07307e-05,-0.24273,-0.0196286,-0.700222,0.00291484,-0.851842,0.000347427,0.84536,-0.000304704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3.36583,0.0154967,-0.00828488,-0.334858,-0.0174143,-0.000317344,1.37345,0.135562,-1.24109,-0.0603915,1.52211,0.00467196,0.534504,0.0234096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2.38098,0.090689,-0.0216615,0.613006,0.0261926,-0.000710003,1.70709,0.0892923,1.74744,-0.00660883,1.20528,-0.0408613,-0.0770265,-0.028328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.631246,-0.0428727,0.00677249,-0.154502,-0.0166693,0.00144021,-0.137269,0.0549913,-0.0895413,-0.0129381,0.404802,0.00477919,0.702022,0.040819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1.06272,-0.0524598,0.00666092,-0.317578,-0.0282814,-0.00194809,-0.960141,0.0229993,0.0279533,-0.0662855,-0.98945,0.0206984,-0.48109,-0.0730815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2.0808,0.000770825,-0.0029711,-0.225635,-0.00237999,0.000316441,-0.241915,0.0120559,0.870787,-0.000168298,0.0544934,0.000876207,-0.112795,0.000426261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-0.974198,-0.0250534,-0.00690175,-0.559648,-0.0352674,-0.00841225,0.539848,0.191775,-1.59573,-0.115567,0.199324,0.116786,0.162125,-0.0796342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.176791,-0.0627855,0.0345883,0.0414299,0.0802836,0.00344924,-0.137954,-0.00378716,5.53657,-0.0117524,-0.390838,-0.0296847,0.132746,0.0323535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.98157,-0.0427477,0.0115583,-0.0375457,-0.00794717,0.000773868,0.0844519,-0.00378775,-1.88569,-0.000310629,-0.642491,0.00349919,-0.738357,-0.00528509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.531629,-0.0552001,0.0146312,0.138806,-0.0308883,-0.000941794,-0.675992,-0.0290286,-1.18513,0.0421796,1.00593,-0.00847228,-0.414568,-0.0233054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-4.00038,0.00201442,-0.00484961,-0.65307,0.0253644,0.00123622,1.39131,0.00297441,1.50103,0.023088,0.948181,0.037994,-0.288921,0.0473834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.202206,0.0027375,-0.00397764,-0.235019,0.00821135,0.00139389,-0.180068,-0.0260771,-1.16328,-0.0169328,-1.16256,-0.0468154,0.718723,-0.009281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-0.0894358,-0.0128608,0.00271693,-0.0173902,0.0273776,-1.34996e-05,-0.804966,-0.012063,0.85957,-0.0007056,0.366082,0.00082948,-0.475969,-0.00526883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-1.55287,0.0554841,-0.0104837,-0.0352729,-0.0419649,-0.00340199,0.52799,0.0794458,-3.48607,-0.0113492,1.19993,0.0279812,0.133843,-0.0102487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.694494,0.0995407,-0.0309796,0.889714,0.0323814,-0.00539089,-1.26767,-0.195736,2.00677,-0.097215,-1.66227,-0.165925,0.835381,0.169473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.63033,-0.0517641,0.0130625,-0.264937,0.0174577,-0.0117048,-0.39036,0.167497,0.696792,-0.147472,0.693149,-0.0152133,0.748161,-0.121408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-1.9092,0.0564058,-0.00843897,-0.251222,-0.0510531,-0.00142839,0.0169321,0.0905746,-1.97446,-0.0328556,-0.877578,0.073008,-0.109819,-0.0453664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,-3.48986,-0.0716123,-0.00406216,-0.551046,-0.0571004,-0.000647934,0.16666,-0.109501,-2.79262,-0.0301113,-0.0670984,0.10545,-0.701399,0.0418428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.359405,0.0172018,-0.00775927,-0.187675,-0.030095,-0.000882909,-2.03638,-0.128261,-0.931605,-0.0271886,-0.755113,-0.0231688,0.145866,0.0305835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-2.84128,-0.0725875,0.0689671,1.09391,-0.019227,-0.00290181,0.0962208,0.12771,-1.17844,-0.0155808,0.662503,0.0386005,0.403475,0.0357359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1.97328,0.0265246,-0.0248397,-0.11729,0.0502306,0.00160941,0.766419,-0.0275619,3.83645,-0.0447327,1.22414,-0.0306173,0.642331,0.18986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-0.0391891,-0.0216631,0.00496804,0.0647308,0.00567837,0.000715467,0.18835,-0.0112727,0.67846,0.00172985,-0.176889,-0.0011904,-0.581003,-0.00128785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-0.0551814,0.0574527,-0.0118499,0.387334,-0.00971032,-0.00103591,-0.328483,0.0768751,-1.59678,-0.00453129,-0.0931889,-0.0020379,0.598209,0.0070898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1.40037,0.0225291,-0.0156365,-0.239412,-0.0583724,-0.00252974,-0.421333,0.108866,-2.96136,-0.0400663,-0.551747,0.107153,-0.94166,0.0557397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2.27152,-0.00988047,-0.00248075,-0.386831,0.00237113,-0.0010504,0.180931,-0.0672084,0.489216,-0.0630208,0.459929,-0.0242288,-0.441285,0.0109503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-1.90408,-0.049001,0.0118033,-0.177483,0.0479767,0.00162368,-0.425789,-0.134381,2.62593,0.0194011,-0.162944,0.00422854,-0.145421,-0.0501426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-3.31094,-0.176809,0.00736741,1.54645,0.022098,0.00239433,-1.0963,-0.19031,1.19617,0.041116,-0.937388,-0.0395247,0.682178,-0.0239709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1.12888,0.022598,-0.0152522,-0.165032,-0.000703669,0.000317155,-0.0885252,0.186066,-0.931117,0.0661764,-0.112168,0.137617,-0.273971,0.02582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-0.187402,-0.0481989,0.0093171,-0.303245,-0.0498155,0.00158676,-0.244176,0.089051,-3.26154,-0.0679628,-0.542965,-0.000500111,-1.31686,0.0353975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,-1.25974,-0.109911,0.034273,1.17002,-0.00229464,-0.00223693,-0.599067,-0.0786353,0.0492478,0.0181906,-0.427035,0.0202771,0.170842,0.00839154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.248035,-0.00517164,0.00194873,-0.208766,0.0150899,-0.0023338,-0.693505,-0.0330228,-0.715896,0.0298869,-0.727557,0.0350909,0.797713,-0.00796275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,-1.89304,-0.0141587,0.00139796,0.000896219,0.0250686,6.45522e-05,-0.334061,-0.0107005,-0.377547,0.00506904,0.441918,0.000991747,0.468169,0.00195207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,-0.590687,-0.0150703,-0.00635506,-0.513574,0.0344304,0.00337144,0.268428,-0.130561,1.76197,0.0715876,0.530775,-0.0569007,-1.25454,-0.169389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,-0.351055,-0.0269607,0.00723697,-0.14246,-0.0199098,-4.26446e-05,0.628769,-0.0573534,-1.71077,0.0035919,-0.0305031,-0.000545499,0.735736,-0.00257823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,-1.29472,-0.0196416,0.00459115,0.0144853,-0.0104283,0.000917411,1.05292,-0.0322965,-2.24066,0.00231511,1.03281,-0.000496352,0.277187,-0.00567141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.214332,-0.0193224,0.00259769,0.0509003,-0.00379048,3.76051e-05,-0.712311,-0.0142169,0.61645,0.00107728,-0.398194,0.00183389,0.302735,-2.44157e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,-1.05218,-0.0140052,-0.000214319,-0.00124001,-0.0136774,0.000619727,-0.448889,-0.0180856,2.29363,-0.00412368,1.16536,0.00394042,0.0760613,4.1346e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.356183,-0.0345187,0.0306147,-0.185267,0.0547786,0.000677756,0.339305,0.184027,2.32634,0.0461157,0.0655486,0.115368,0.561659,-0.0385019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,-1.16815,0.132624,-0.021251,1.77074,-0.0205902,0.00845088,-0.850353,0.228739,-0.573639,0.0789125,-0.671046,0.112002,-0.641605,-0.163614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
