id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_b06_SAEM,eta_b16_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha16_SAEM,eta_alpha21_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_alpha26_SAEM
1,0.606745,-0.0102228,0.00623265,0.136721,0.562714,-0.0459526,-0.997182,-0.00543882,-0.317961,-0.00149675,0,0,0,0,0,0,0,0,0,0,0,0
2,1.33402,0.00415814,-0.0256932,-0.25005,1.52269,0.0325327,-0.0748782,0.0182464,0.572408,-0.158425,0,0,0,0,0,0,0,0,0,0,0,0
3,-2.60382,-0.0405634,0.0177665,-0.532851,0.589341,0.185978,0.0622121,-0.0603829,0.211494,0.0242417,0,0,0,0,0,0,0,0,0,0,0,0
4,-3.08764,0.00703066,-0.0308733,-0.314248,-0.0111184,0.346677,-1.40531,-0.0519576,-0.93903,0.0724483,0,0,0,0,0,0,0,0,0,0,0,0
5,1.97656,0.0119719,-0.0185866,-0.38773,-0.56543,0.195139,-0.923727,0.0732672,0.306874,0.053876,0,0,0,0,0,0,0,0,0,0,0,0
6,0.335587,0.0543803,-0.0271835,0.250453,0.175572,0.0991521,-4.04407,-0.00587079,-0.991738,0.00627277,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.763727,-0.0118367,0.00359875,0.0481252,0.520865,-0.0264675,-1.78999,0.00282244,0.218542,-0.0152569,0,0,0,0,0,0,0,0,0,0,0,0
8,0.434602,-0.004082,-0.0208181,-0.420203,1.0743,0.16115,-1.48101,0.11487,-0.713977,-0.0125203,0,0,0,0,0,0,0,0,0,0,0,0
9,0.230993,0.0263461,-0.0249669,-0.0970764,0.527526,0.010058,-0.637384,0.00852279,-0.0459556,0.00595479,0,0,0,0,0,0,0,0,0,0,0,0
10,-1.05313,-0.0361596,-0.00845244,-0.418423,-0.870433,-0.0713794,0.564785,-0.0358308,0.151349,0.146897,0,0,0,0,0,0,0,0,0,0,0,0
11,0.177123,0.0166374,-0.00193424,0.021746,0.495382,0.0651006,-1.76645,-0.00575737,-0.973534,0.00418919,0,0,0,0,0,0,0,0,0,0,0,0
