id,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha12_SAEM,alpha13_SAEM,alpha22_SAEM,alpha23_SAEM
1,7.39719,0.00275805,4.44513,-0.0520637,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
2,7.39071,0.00356982,4.84599,-0.0204099,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
3,7.46922,0.00427804,2.99861,-0.156763,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
4,7.43123,0.00470136,5.30424,-0.156975,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
5,7.40614,0.00640941,4.75257,-0.151458,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
6,7.37051,0.00412961,4.67457,-0.192636,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
7,7.41481,0.00133941,3.01409,-0.13534,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
8,7.39969,0.00986338,4.21137,-0.182105,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
9,7.39891,-0.000378753,3.98306,0.173306,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
10,7.36753,0.0078859,4.48672,-0.217386,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
11,7.4066,0.00723599,3.52903,-0.121298,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
12,7.4226,0.00859993,4.1429,-0.298057,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
13,7.31825,-0.00209971,4.18595,-0.122749,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
14,7.40098,-0.000528322,4.40462,-0.302369,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
15,7.38063,0.00735788,4.12074,-0.244471,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
16,7.3518,-0.000663518,3.51626,-0.31049,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
17,7.43464,0.0038566,4.74173,-0.202922,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
18,7.43691,0.00418434,3.66794,-0.11336,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
19,7.3986,0.0058882,3.4507,-0.341536,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
20,7.38664,0.00298301,3.51959,-0.256004,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
21,7.38126,0.00294654,4.18963,-0.205302,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
22,7.39121,0.00217575,3.5637,-0.0510554,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
23,7.37686,-0.00154615,3.39485,0.25445,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
24,7.36898,0.00260851,3.89074,-0.222683,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
25,7.39414,0.0114053,3.11173,-0.265045,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
26,7.41322,0.00636894,3.32544,-0.193727,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
27,7.39565,0.00487177,4.52006,0.0594084,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
28,7.35722,0.0032637,3.97017,-0.124615,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
29,7.3993,0.00252887,3.57157,-0.28917,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
30,7.36081,0.00335391,4.2202,-0.192014,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
31,7.45056,0.00443778,3.80153,-0.163799,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
32,7.47292,0.00443646,3.78254,-0.0325819,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
33,7.35943,0.0105177,4.7782,-0.23166,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
34,7.43027,-0.00090863,4.87203,0.21206,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
35,7.41597,0.00568945,5.10782,-0.11732,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
36,7.44473,0.0148209,4.59026,-0.0264549,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
37,7.36594,-0.00397291,4.36546,0.0644039,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
38,7.41592,0.00454853,4.10227,-0.242936,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
39,7.39064,0.00284356,3.92583,-0.322549,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
40,7.40681,0.00592215,4.42589,-0.0985922,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
41,7.42881,0.00640471,3.82035,-0.216676,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
42,7.38073,0.00301234,4.3226,-0.109571,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
43,7.40593,0.000386626,4.43758,-0.0193481,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
44,7.38314,0.00443531,4.188,-0.175547,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
45,7.43181,-0.000591445,4.10735,0.120863,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
46,7.39115,0.00445134,5.46963,-0.160876,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
47,7.37759,0.0042906,3.97294,-0.158603,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
48,7.38026,0.000403435,5.32098,-0.14065,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
49,7.38835,0.00429492,4.66345,-0.213278,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
50,7.41661,0.00790418,4.31272,-0.117802,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
51,7.45767,0.00643348,4.45552,-0.240877,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
52,7.37347,0.00555319,2.86626,0.202489,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
53,7.43282,0.00389551,3.41962,-0.168311,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
54,7.39065,0.00476742,3.75971,-0.216891,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
55,7.39989,0.00319962,4.90368,-0.0666103,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
56,7.35801,0.00623498,3.69331,-0.0742594,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
57,7.3578,0.00356432,3.31251,-0.213431,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
58,7.44937,0.00545164,3.61318,-0.107397,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
59,7.44738,0.00325811,5.03905,-0.238606,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
60,7.34239,0.00188175,4.3126,-0.0829709,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
61,7.40303,0.00367228,3.1994,-0.13107,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
62,7.41606,0.00834907,4.11816,-0.0659675,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
63,7.38397,0.00320425,4.30672,-0.157214,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
64,7.39975,0.00757849,3.32251,-0.051684,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
65,7.43386,0.005208,4.64201,-0.244503,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
66,7.32035,-0.000623692,2.57913,-0.0266242,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
67,7.35649,0.00271874,5.24884,-0.0901869,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
68,7.4102,0.00184057,4.53746,-0.0832156,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
69,7.38142,0.00383594,3.30092,-0.193999,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
70,7.41549,0.00238981,4.84408,-0.0647437,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
71,7.43921,0.00465347,3.44185,-0.190379,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
72,7.38744,0.00288743,4.69363,-0.151018,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
73,7.3453,0.000478114,4.78202,-0.16906,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
74,7.39994,0.00462241,4.04766,-0.245543,0.0459605,0.152254,0.757864,0.156181,-13.2679,0.655974,4.87013,-0.310373
