id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b06_SAEM,eta_b16_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha16_SAEM,eta_alpha17_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha26_SAEM,eta_alpha27_SAEM
1,1.47604,0.0233604,-0.0141246,-0.523501,0.0233262,-0.00314214,-0.165633,-0.0462278,-1.26411,-0.0351408,107.25,4.00654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.401238,-0.0540251,0.0886015,0.805733,-0.000624579,0.000619421,0.539629,0.0663313,-1.03595,-0.245337,29.3882,-5.53847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2.15986,-0.0157036,0.00448909,-0.0234964,-0.0402955,0.000484419,-0.15164,-0.0198383,0.761645,-0.0047446,-0.890578,-0.0361976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.311539,0.0368685,-0.0139207,-0.373098,-0.0201225,0.000269769,0.290964,0.180876,0.681567,0.009164,-34.1501,-1.5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-1.63729,-0.0127807,-0.011704,-0.52647,0.024407,-0.0036164,0.35483,0.0699765,0.585421,0.0214198,-98.7702,-3.94475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2.0314,-0.0195217,0.00409146,0.0815168,0.0154368,0.00100074,0.110823,-0.0278374,0.19294,-0.00363093,20.5306,-0.13258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.633423,-0.00915617,-0.0224845,-0.393184,-0.0155228,0.00673009,0.420119,0.067729,0.696477,-0.0484903,133.642,-0.156501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1.52648,0.022821,-0.0371057,0.0787204,0.0558757,-0.00418285,0.770509,0.0888282,-0.392273,-0.0416639,41.3457,-4.37513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-0.28938,0.0688123,-0.0360664,0.337186,-0.0689169,-0.00256127,1.53771,0.0665476,0.441777,0.00744744,-19.1254,0.315642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-0.340287,0.0155664,-0.0188897,0.284522,-0.0610236,-0.00177902,0.708748,0.0502965,-0.667818,-0.00758629,-4.25573,0.093916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2.89172,0.045576,-0.0305119,0.365164,-0.0253733,-0.00352473,0.940115,-0.0890732,-0.628394,0.0291769,-56.7112,11.6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.0691699,0.00982114,-0.00696301,-0.433827,-0.0427081,-0.00456365,0.511626,-0.23184,-0.283559,-0.0370713,-74.8473,3.5351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-0.808585,0.0248875,-0.022267,-0.255993,-0.000316219,0.00257046,0.625755,0.0110839,-0.0702344,-0.00491984,51.7399,0.343301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-1.7616,-0.0492043,0.101146,1.7156,0.00998345,0.00437996,-1.54161,-0.121345,-0.729879,0.0400055,-13.8031,1.71132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.226885,-0.00669926,-0.00834248,-0.268246,0.0658141,0.0030452,0.184325,-0.159404,0.757033,-0.0139111,-190.613,-0.378055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
