id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b04_SAEM,b14_SAEM,b05_SAEM,b15_SAEM,b06_SAEM,b16_SAEM,b07_SAEM,b17_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha14_SAEM,alpha15_SAEM,alpha16_SAEM,alpha17_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,alpha24_SAEM,alpha25_SAEM,alpha26_SAEM,alpha27_SAEM
1,2.43086,-0.0863643,-0.119025,4.87841,7.36231,0.00340591,4.76508,-0.099287,8.58018,0.0249192,7.62983,-0.0642226,4.40297,-0.08626,361.602,-7.5007,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
2,6.53706,-0.278044,-0.115637,17.0909,7.38196,-0.00706357,5.29534,-0.174424,3.52684,-0.18716,7.73005,-0.064606,6.04124,-0.289766,463.585,-0.538883,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
3,5.19467,0.0352756,-0.126773,9.47744,7.39117,-0.000357039,4.70904,-0.288193,2.56525,0.0124132,6.08485,-0.162275,5.0436,-0.109241,490.755,-6.04386,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
4,5.09987,-0.0471848,-0.126672,5.44732,7.40519,0.00314885,2.70329,-0.2821,4.7113,0.0499139,6.78416,-0.101469,4.96994,-0.0784305,331.31,-3.26323,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
5,4.45093,-0.148944,-0.107198,4.56789,7.43269,0.00191411,5.14093,-0.235574,4.9126,0.0155909,6.52147,-0.0758824,4.32207,-0.0745855,304.816,-5.8215,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
6,9.31928,-0.0871336,-0.117682,6.41288,7.40072,0.00185847,5.62691,-0.155039,5.08391,0.0097779,7.92662,-0.0446767,4.3914,-0.0902622,405.651,-4.00896,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
7,7.22141,-0.0641567,-0.133365,5.53759,7.38911,0.00495405,3.83304,-0.229601,5.41139,-0.0169835,6.38563,-0.0829785,4.8991,-0.10235,498.552,-2.502,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
8,1.63687,-0.17642,-0.129117,13.2767,7.379,0.0073402,4.38579,0.167788,6.98056,0.0300914,7.81015,0.169881,5.32838,-0.120159,466.206,8.06348,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
9,4.78762,-0.00198419,-0.159325,21.5688,7.37514,-0.00215864,3.64624,-0.148303,1.59304,0.0683574,7.21635,0.00434154,5.72487,-0.0473844,276.567,-12.0646,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
10,6.04711,-0.105151,-0.122893,4.736,7.37902,0.00252281,4.40424,-0.250213,5.80435,0.0705556,7.00474,-0.0514951,5.39758,-0.0884133,310.814,-5.10595,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
11,4.07137,-0.202848,-0.0823144,13.3633,7.38068,0.00222544,5.51126,-0.119578,3.96695,-0.0234187,6.82924,-0.0275084,5.65938,-0.0680232,397.421,-5.25791,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
12,1.65386,-0.148177,-0.122865,2.41098,7.46241,0.0064565,5.64103,-0.236611,7.26901,0.0607594,5.53971,-0.104044,5.17377,-0.0157372,148.815,-4.43535,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
13,5.19356,-0.0802421,-0.116227,5.33323,7.31112,0.000434966,4.87198,-0.187486,4.96103,0.0246934,7.2133,-0.0423371,5.43998,-0.0885186,408.341,-3.37449,0.0569331,0.11333,0.808629,0.0970529,0.138946,-7.61026,0.552804,1.0973e-07,-4.87211e-05,-6.30035e-05,0.00291357,-0.0991913,-1.46388e-07,1.98397e-06,0.0702653,2.38635e-07,5.00329e-08,-0.00152504
