id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha17_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha27_SAEM
1,1.27421,-0.000511609,0.251432,-0.562809,-0.0138827,-0.00324705,-0.154889,-0.00520017,2.70633,2.3428,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.13694,-0.0485439,0.124596,0.316086,-0.00599604,-0.00273348,0.0179186,-0.147998,-1.21994,-4.02502,0,0,0,0,0,0,0,0,0,0,0,0
3,-2.496,-0.107867,-0.0188423,0.0512088,-0.0846919,0.00477279,-1.10069,0.0562729,-51.0228,3.2781,0,0,0,0,0,0,0,0,0,0,0,0
4,2.11806,-2.08609e-05,0.000264341,-0.00204795,-0.0288938,0.000333118,0.3632,-0.0223047,29.4557,0.0916901,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.574555,0.0156804,-0.0167197,-0.116718,0.0568619,0.00513171,0.165047,-0.0209614,50.3898,-0.232185,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.638768,-0.011084,-0.0045498,-0.107797,-0.0329504,0.000750024,0.726796,0.346469,62.2023,4.00192,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.13359,-0.025713,-0.000461489,-0.190716,-0.0151707,-0.00160443,0.46035,0.141636,-94.7506,-0.835669,0,0,0,0,0,0,0,0,0,0,0,0
8,0.426333,-0.027472,0.00125415,-0.161392,0.0598257,-0.00119788,-0.315654,0.164472,-67.7775,-3.0611,0,0,0,0,0,0,0,0,0,0,0,0
9,0.423379,-0.0190894,-0.00506046,-0.122367,-0.0272622,-0.00192561,0.0421309,-0.0968833,126.626,0.691876,0,0,0,0,0,0,0,0,0,0,0,0
10,-0.824243,-0.0912144,0.0504929,0.10994,0.0346149,-0.00858715,-0.724797,0.121258,89.0452,6.6171,0,0,0,0,0,0,0,0,0,0,0,0
11,-1.17171,-0.039276,-0.00128068,-0.200423,-0.0293936,0.00017418,-0.31026,0.318996,-65.7406,1.80423,0,0,0,0,0,0,0,0,0,0,0,0
12,-1.51341,0.044019,-0.0042501,-0.134547,0.018562,-0.00521423,-1.00742,-0.135227,89.9873,0.564833,0,0,0,0,0,0,0,0,0,0,0,0
13,1.56862,0.0187405,-0.0160479,-0.137205,0.002014,0.0025691,-0.753899,0.0941754,103.709,-3.69319,0,0,0,0,0,0,0,0,0,0,0,0
14,-0.756159,0.00426223,0.00354009,0.0534387,-0.0245357,0.000191213,-0.672632,-0.0299002,-191.932,-0.0248675,0,0,0,0,0,0,0,0,0,0,0,0
15,0.313627,0.119614,-0.0344702,0.22311,-0.00888613,-4.09209e-05,0.0550228,0.0174956,-33.0634,0.55615,0,0,0,0,0,0,0,0,0,0,0,0
16,1.96196,0.00921702,0.00595654,-0.0130465,0.0429738,5.03698e-05,0.265203,-0.00388528,18.2144,-0.0595566,0,0,0,0,0,0,0,0,0,0,0,0
17,0.837694,0.063838,-0.0312616,0.0613928,0.0165868,0.000395039,1.01707,-0.113907,-147.471,0.779786,0,0,0,0,0,0,0,0,0,0,0,0
18,0.386794,0.0292367,-0.0284226,-0.118778,0.0168791,0.000604393,0.345441,-0.030483,50.7652,-1.30179,0,0,0,0,0,0,0,0,0,0,0,0
19,-0.42734,-0.0219356,0.111389,0.412146,0.00150322,-0.00382314,1.17029,-0.204908,10.3657,-6.37267,0,0,0,0,0,0,0,0,0,0,0,0
20,-1.15801,0.0236668,-0.00873706,-0.105495,-0.026476,0.000522469,-1.21736,0.00675659,162.568,1.29643,0,0,0,0,0,0,0,0,0,0,0,0
21,-0.523764,0.0165989,-0.0206693,-0.0283939,-0.00280475,0.00451552,-0.884108,-0.142531,-36.2735,-1.14897,0,0,0,0,0,0,0,0,0,0,0,0
22,1.24652,0.00935848,0.0020313,-0.104127,-0.0245751,0.000426105,-0.0429786,-0.0427133,20.1898,0.141107,0,0,0,0,0,0,0,0,0,0,0,0
23,0.415418,-0.0300498,-0.0383646,-0.167731,-0.0171969,-0.000464842,-0.142111,0.0188479,114.942,5.54759,0,0,0,0,0,0,0,0,0,0,0,0
24,2.33591,0.000136254,-0.00950375,-0.054774,-0.010545,0.000884322,0.33856,0.0209751,4.99869,0.199206,0,0,0,0,0,0,0,0,0,0,0,0
25,-0.00693298,0.0651825,-0.0414831,0.109932,0.0422281,0.00130075,0.305942,0.0208056,37.0725,1.93196,0,0,0,0,0,0,0,0,0,0,0,0
26,0.0884266,-0.0530664,0.00237433,-0.17912,-0.0155856,-0.00438089,0.563025,0.177377,-129.246,-3.9517,0,0,0,0,0,0,0,0,0,0,0,0
