id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM
1,5.22412,-0.0838477,-0.159163,6.48649,7.39678,0.00215797,4.37676,-0.0493373,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
2,1.48112,-0.180276,-0.130044,4.63508,7.39079,0.00280877,4.87857,-0.0108371,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
3,5.94265,-0.165796,-0.138357,5.01307,7.47081,0.00389195,2.96906,-0.140003,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
4,4.32237,-0.155178,-0.135909,6.03512,7.43046,0.00442718,5.34883,-0.161501,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
5,3.18615,-0.156485,-0.1468,4.32594,7.40499,0.00675503,4.78104,-0.154939,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
6,0.936219,-0.0973236,-0.168419,4.45776,7.37247,0.00355057,4.64309,-0.178279,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
7,4.66758,-0.180829,-0.0628297,6.57998,7.41349,0.00102424,2.9776,-0.128086,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
8,6.86738,-0.233555,-0.104605,5.81829,7.40084,0.00981874,4.26893,-0.189523,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
9,3.87778,-0.213276,-0.144667,4.35358,7.39478,-0.000102536,4.05878,0.169343,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
10,3.77551,-0.186889,-0.149113,4.98241,7.37001,0.00766796,4.50837,-0.221141,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
11,2.73987,-0.151943,-0.142766,4.42766,7.40682,0.0073104,3.55019,-0.118466,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
12,3.72251,-0.200975,-0.149262,4.65833,7.41992,0.00874665,4.12278,-0.293993,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
13,5.04994,-0.28882,-0.12723,8.27516,7.32088,-0.00221354,4.32344,-0.131422,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
14,6.30734,-0.0588595,-0.180382,8.10334,7.40431,-0.00122022,4.29996,-0.286114,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
15,4.6005,-0.314686,0.0036967,10.0432,7.37415,0.00764375,4.07307,-0.235248,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
16,6.31843,-0.0790393,-0.169972,6.11479,7.35746,-0.00130975,3.54717,-0.324418,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
17,3.1199,-0.185016,-0.0322874,9.01397,7.43567,0.00335155,4.77879,-0.215231,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
18,2.57588,-0.156011,-0.134748,4.56613,7.43845,0.00409144,3.65672,-0.117506,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
19,5.28059,-0.132868,-0.167679,4.91421,7.40461,0.00536265,3.48512,-0.342968,0.0340336,0.15836,0.76684,0.146873,0.180229,-13.6883,0.730109,-0.0789811,4.94998,-0.300156
