id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b04_SAEM,b14_SAEM,b05_SAEM,b15_SAEM,b06_SAEM,b16_SAEM,b07_SAEM,b17_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha14_SAEM,alpha15_SAEM,alpha16_SAEM,alpha17_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,alpha24_SAEM,alpha25_SAEM,alpha26_SAEM,alpha27_SAEM
1,5.65879,-0.146668,-0.153898,4.71689,7.38142,0.00493541,4.17159,-0.121316,4.28307,0.00566912,7.58746,-0.0140941,5.15996,-0.0741356,312.256,-5.62892,0.0571686,0.0857614,0.706971,0.145303,0.124469,-5.59215,0.658575,-0.147953,6.73008e-08,3.32694e-05,4.91817e-13,9.76103e-16,-1.34864e-11,-0.21118,6.17302e-12,2.71939e-05,-3.08049e-12,-0.000849248
2,4.46971,-0.174195,-0.150706,6.16489,7.40576,0.00290462,5.54843,-0.20407,6.32705,0.0100112,7.93228,-0.0573487,4.72433,-0.0610765,323.439,-4.98572,0.0571686,0.0857614,0.706971,0.145303,0.124469,-5.59215,0.658575,-0.147953,6.73008e-08,3.32694e-05,4.91817e-13,9.76103e-16,-1.34864e-11,-0.21118,6.17302e-12,2.71939e-05,-3.08049e-12,-0.000849248
3,6.42459,-0.150813,-0.187959,5.33573,7.40837,0.0102949,5.20854,-0.086915,4.3304,0.147339,7.53203,-0.0125682,3.44164,-0.038641,380.89,-3.15716,0.0571686,0.0857614,0.706971,0.145303,0.124469,-5.59215,0.658575,-0.147953,6.73008e-08,3.32694e-05,4.91817e-13,9.76103e-16,-1.34864e-11,-0.21118,6.17302e-12,2.71939e-05,-3.08049e-12,-0.000849248
4,4.80451,-0.262671,-0.152916,6.8108,7.42571,0.00636374,3.19167,-0.152504,5.56865,0.12027,6.09275,-0.0919364,3.62168,-0.11788,315.325,-5.21245,0.0571686,0.0857614,0.706971,0.145303,0.124469,-5.59215,0.658575,-0.147953,6.73008e-08,3.32694e-05,4.91817e-13,9.76103e-16,-1.34864e-11,-0.21118,6.17302e-12,2.71939e-05,-3.08049e-12,-0.000849248
5,4.2008,-0.167737,-0.130461,5.61329,7.40804,0.00246735,4.21039,-0.170506,6.12173,0.0127374,6.78162,-0.0515784,5.43683,-0.0552459,407.158,-5.23058,0.0571686,0.0857614,0.706971,0.145303,0.124469,-5.59215,0.658575,-0.147953,6.73008e-08,3.32694e-05,4.91817e-13,9.76103e-16,-1.34864e-11,-0.21118,6.17302e-12,2.71939e-05,-3.08049e-12,-0.000849248
6,2.10499,-0.177398,-0.16941,4.42563,7.40212,0.00985155,5.29175,-0.255795,4.5268,0.0795702,8.19529,-0.108181,4.13894,-0.211997,276.565,-8.78903,0.0571686,0.0857614,0.706971,0.145303,0.124469,-5.59215,0.658575,-0.147953,6.73008e-08,3.32694e-05,4.91817e-13,9.76103e-16,-1.34864e-11,-0.21118,6.17302e-12,2.71939e-05,-3.08049e-12,-0.000849248
7,2.7038,0.0260612,-0.156027,5.00441,7.44763,0.00404222,4.52226,-0.302079,9.10115,0.00534058,7.49108,-0.135757,4.3219,0.0538397,560.855,5.02699,0.0571686,0.0857614,0.706971,0.145303,0.124469,-5.59215,0.658575,-0.147953,6.73008e-08,3.32694e-05,4.91817e-13,9.76103e-16,-1.34864e-11,-0.21118,6.17302e-12,2.71939e-05,-3.08049e-12,-0.000849248
8,4.06547,0.0646723,-0.181848,5.18074,7.42776,0.00417732,3.16805,0.0444751,8.36144,-0.0117371,5.96555,0.0574268,5.67918,-0.115346,376.126,-10.3844,0.0571686,0.0857614,0.706971,0.145303,0.124469,-5.59215,0.658575,-0.147953,6.73008e-08,3.32694e-05,4.91817e-13,9.76103e-16,-1.34864e-11,-0.21118,6.17302e-12,2.71939e-05,-3.08049e-12,-0.000849248
9,3.5713,-0.171316,-0.155291,6.03523,7.39085,0.00293157,4.08152,-0.195949,4.92183,0.0130604,6.58539,-0.0602719,5.74758,-0.058641,352.612,-5.26963,0.0571686,0.0857614,0.706971,0.145303,0.124469,-5.59215,0.658575,-0.147953,6.73008e-08,3.32694e-05,4.91817e-13,9.76103e-16,-1.34864e-11,-0.21118,6.17302e-12,2.71939e-05,-3.08049e-12,-0.000849248
10,7.63576,0.0399218,-0.151214,6.657,7.38831,0.00578274,4.79689,-0.231108,6.1063,0.044158,6.76456,-0.09981,5.02231,-0.13345,335.32,-6.24419,0.0571686,0.0857614,0.706971,0.145303,0.124469,-5.59215,0.658575,-0.147953,6.73008e-08,3.32694e-05,4.91817e-13,9.76103e-16,-1.34864e-11,-0.21118,6.17302e-12,2.71939e-05,-3.08049e-12,-0.000849248
