id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM
1,-0.715567,-0.0176914,0.00486772,-0.283371,-0.0518052,0.000593151,0,0,0,0,0,0,0,0
2,3.23693,-0.0214755,0.00865944,-0.200375,0.0207188,0.00110172,0,0,0,0,0,0,0,0
3,2.36215,0.0403996,-0.0152531,0.260566,0.0275034,0.000634807,0,0,0,0,0,0,0,0
4,0.623849,-0.0598488,0.0311408,-0.114797,-0.0765488,0.000373969,0,0,0,0,0,0,0,0
5,2.73937,0.0699329,0.00816378,-0.444909,0.0396332,0.00894559,0,0,0,0,0,0,0,0
6,0.943144,-0.0203814,0.00433556,0.068984,0.0158497,0.000485595,0,0,0,0,0,0,0,0
7,-0.752677,-0.0766142,0.0166683,0.0943971,-0.00686397,-0.00132298,0,0,0,0,0,0,0,0
8,1.27526,0.0128019,-0.0104532,-0.21209,0.0173073,0.00587987,0,0,0,0,0,0,0,0
9,1.40938,0.015721,-0.00113182,0.0154061,-0.0558331,-0.00417449,0,0,0,0,0,0,0,0
10,-2.52601,0.00152787,0.000399911,0.0310563,-0.0153507,-0.000117644,0,0,0,0,0,0,0,0
11,-1.56447,-0.0402371,0.00988985,-0.486365,-0.045132,-0.00353834,0,0,0,0,0,0,0,0
12,-0.750965,0.0260802,-0.0176895,-0.041017,0.0562809,0.00205992,0,0,0,0,0,0,0,0
13,1.63422,-0.0657964,0.0908143,0.774826,0.006744,-0.000717524,0,0,0,0,0,0,0,0
14,0.835207,-0.0171008,0.00773345,0.0036986,-0.000500112,0.000388516,0,0,0,0,0,0,0,0
15,2.42563,0.0528646,-0.0167252,0.190033,-0.040821,0.00175555,0,0,0,0,0,0,0,0
16,-1.07118,-0.00636416,-0.00407917,-0.028808,-0.0204413,0.000372941,0,0,0,0,0,0,0,0
17,-1.50875,0.0278871,-0.024757,0.19589,0.0216884,-0.0053585,0,0,0,0,0,0,0,0
18,-0.287952,-0.0114908,-0.0112354,-0.252334,-0.0862167,-0.00450535,0,0,0,0,0,0,0,0
19,-0.444928,0.0734324,-0.0217945,0.382348,0.00710527,0.00124918,0,0,0,0,0,0,0,0
20,1.49608,-0.0215893,0.004039,-0.159249,-0.011103,-0.00273608,0,0,0,0,0,0,0,0
21,-0.587874,0.152927,-0.0332833,2.0694,0.020094,0.00125444,0,0,0,0,0,0,0,0
22,2.14949,0.044997,-0.0145439,0.270237,-0.0264847,-0.00195152,0,0,0,0,0,0,0,0
23,-0.838515,-0.0339147,0.00660704,-0.222225,-0.00946142,0.000857469,0,0,0,0,0,0,0,0
24,-0.899684,-0.00311419,0.000406997,-0.0564216,-0.0165463,0.000588492,0,0,0,0,0,0,0,0
25,0.802102,-0.0294769,0.000635411,-0.33675,-0.050153,-0.00099804,0,0,0,0,0,0,0,0
26,-1.72398,-0.0763894,0.00519457,-0.058731,0.00178096,-0.00457578,0,0,0,0,0,0,0,0
27,1.47405,0.0427884,-0.0189269,0.223421,0.0623623,0.00301323,0,0,0,0,0,0,0,0
28,-0.722206,0.0132529,-0.0190902,0.0152015,0.0379213,-0.00328964,0,0,0,0,0,0,0,0
29,-2.89746,-0.0106892,0.00324699,-0.399833,0.0296708,0.00126429,0,0,0,0,0,0,0,0
30,-2.34319,0.00766331,0.00310429,-0.292553,-0.0152251,0.00109666,0,0,0,0,0,0,0,0
31,-0.670083,-0.00519193,-0.0041151,-0.254496,0.00897921,-0.0022712,0,0,0,0,0,0,0,0
32,0.00605873,-0.00242532,-0.00126556,-0.267606,-0.0458781,0.000716346,0,0,0,0,0,0,0,0
33,1.51972,0.0806816,-0.0168507,0.589463,-0.0139265,-0.0012427,0,0,0,0,0,0,0,0
