id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha15_SAEM,eta_alpha17_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_alpha25_SAEM,eta_alpha27_SAEM
1,-2.15282,-0.036042,0.018866,-0.148563,-0.0714152,-0.00107696,-0.302223,-0.0327343,1.95848,0.0210367,1.56622,0.0618853,-158.542,1.10936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-1.92138,0.00656224,-0.00642405,-0.303539,0.0175658,0.0123608,-0.93171,-0.0745583,-2.95424,0.0838154,-0.431444,0.00403537,-319.711,-0.0121301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-3.36395,-0.0166791,-0.0691892,-0.235757,-0.0405286,-4.54767e-05,0.362819,0.0641688,-1.10266,-0.0308581,-0.978195,0.0356306,-82.0295,1.4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3.00931,0.0758766,0.00433137,-0.123702,0.0116465,0.00842358,-0.209756,0.0815471,0.824515,0.126702,0.0656816,0.0476249,37.908,-12.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.441954,-0.0431299,0.0609277,0.133035,-0.0681665,0.00149027,-0.69551,0.119979,0.352634,-0.00818941,0.164294,-0.0364048,86.4835,1.31991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1.63011,-0.0126922,-0.00147025,-0.118851,0.0634969,0.00109977,0.145416,0.0400607,-1.68176,-0.000195435,0.309372,0.00226989,43.3625,0.457254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.879216,0.0322434,-0.0516198,0.155425,-0.011843,-0.00700577,0.87574,0.160574,3.10418,-0.0847828,0.847156,0.0341442,-85.6409,-2.77515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1.0989,0.039657,-0.00440459,-0.0642731,0.00943065,0.000566339,-0.487845,-0.188449,1.68809,0.0639905,0.547293,-0.0623148,14.7377,-3.37484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-2.07548,0.153111,-0.00635381,-0.698283,0.00563037,0.00644324,0.0709233,-0.022098,-1.07708,0.122678,-0.0620172,0.0445126,25.5982,13.7546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.411293,0.0501149,-0.0180897,-0.0132061,0.0649586,0.00196387,1.11607,0.0143338,-3.32804,0.0214868,-0.105415,-0.052951,81.8074,-1.89005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.496159,-0.00858426,-0.00384198,-0.016579,-0.00491791,0.000353653,1.04714,-0.0336754,1.47902,0.00224381,0.300034,0.0024614,11.0624,-0.247859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1.64453,-0.00220767,-0.00172603,-0.211569,-0.0392119,-0.00384703,0.921223,-0.202341,2.99142,0.0192527,-1.60404,0.00755142,-23.682,-1.6649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.533718,0.00339797,-0.0133877,-0.238175,0.0510708,0.00244992,-0.603483,0.175333,0.279894,-0.00347258,-0.931772,-0.110717,70.4114,-0.515365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.545342,-9.72966e-05,0.00967854,-0.143163,-0.0155876,-0.00108917,-0.0381842,-0.0571467,1.32803,0.0068658,-1.06267,-0.128999,-45.5348,-1.55632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.614586,0.02802,-0.0334668,0.0988922,0.00514408,0.000179196,-0.521558,-0.0279628,-1.52851,0.0033797,0.479118,-0.00144449,-27.4132,0.219138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.694393,-0.0384826,-0.0120033,-0.205281,-0.00518682,-0.00785275,0.0491301,-0.110874,-0.59621,0.0200854,0.317087,-0.0487095,159.971,1.03918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2.0146,0.0586464,-0.0306619,0.222688,-0.00411893,0.00268941,0.179999,-0.154399,-0.450272,-0.00249389,0.428443,0.0810817,22.5453,-1.16791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2.83371,-0.0103078,-0.0232245,-0.17455,0.0166722,0.00251478,0.321599,0.108242,-1.47791,0.00960997,-0.697822,0.0287154,41.1156,-0.0409357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2.65093,-0.000459437,-0.0229228,-0.187362,-0.00387853,-0.00240048,0.47729,-0.0368613,1.06946,-0.033201,0.310056,0.0844164,28.4989,-0.753585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2.20923,0.0360419,-0.0249027,0.00822592,-0.0179983,0.000396387,0.363335,-0.0662036,0.264135,0.0405824,1.00177,-0.0154162,-89.7845,0.537792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.00623375,0.0430027,-0.00970641,0.0144474,0.03657,-0.00223853,0.403554,-0.26845,-1.59007,-2.16305e-05,-1.92424,-0.0722508,-191.444,-2.04684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2.57885,0.0921371,-0.0494045,0.407348,-0.0318368,-0.00768867,0.826659,0.151466,-1.24067,-0.142959,-1.16755,0.0662181,-154.907,-5.30969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-2.68243,0.0101046,0.00861054,-0.0938616,0.00736255,1.11705e-05,-0.214882,-0.020541,0.855637,-6.2536e-06,-1.27807,0.0134971,-6.97758,0.0344339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.085173,-0.0412604,0.0110532,-0.288702,0.0475033,-0.00568833,-0.545147,-0.0249892,-4.24295,-0.0629871,-0.246316,0.027712,57.3677,2.89016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-0.626671,-0.0486805,-0.00600202,-0.374282,0.00885766,0.00657646,0.577636,-0.132792,0.216593,0.0242863,-0.29911,-0.11131,-147.258,1.70039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.791841,0.0877395,-0.0378748,0.575768,-0.0878308,-0.00307417,0.236298,0.140623,1.53187,0.00675251,1.11253,0.0206401,39.9452,0.0258539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1.21783,-0.0324721,0.19709,0.0892833,0.00708543,0.00241284,-0.23752,-0.0420523,-2.58021,0.00403812,-0.966877,-0.0528556,186.392,2.12458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-0.726338,-0.00559524,0.002204,0.00626292,0.0161343,0.000250933,-0.561508,-0.0290526,-0.266562,0.00762173,-0.0101005,0.0105376,106.918,-0.0146482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-0.237341,-0.0333807,-0.00654103,-0.191577,-0.000591322,0.00319649,-0.549491,0.0752853,0.46737,-0.0117438,-0.0694256,0.170892,153.527,-0.912012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-0.433407,-0.0155119,0.00243831,-0.0432373,-0.0197817,0.000791708,-0.299395,-0.0349556,0.15127,-0.00142561,-0.0598493,0.000691242,-28.6991,0.0969177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-1.09637,-0.0656122,0.00979244,-0.138337,0.0282301,-0.0029183,-0.682029,0.0289356,-1.15115,-0.0375611,-0.684719,-0.0343248,-171.786,0.990363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,-1.9217,-0.0924456,0.018578,0.0056641,6.48118e-05,0.00136428,1.05821,-0.172782,0.808101,0.0554709,-0.362594,-0.00542304,143.957,2.28263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-0.7165,0.0371067,-0.0182304,0.0403236,0.0529434,-0.00022006,-0.968803,0.113228,-0.967345,0.00995915,-0.257832,-0.024273,-121.709,-0.349674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.861312,-0.0159142,-0.0107228,-0.16732,-0.0267482,-0.00245388,-0.512223,-0.0485731,0.521501,-0.0359487,0.910781,0.0846247,107.016,0.99571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
