rep,id,b01,b11,b02,b12,b03,b13,h1,h2,alpha11,alpha12,alpha13,alpha21,alpha22,alpha23,hcov1,hcov2,score4C
1,1,87.9656245822863,0.11654729161862,4.51358853152542,-0.0699395407218645,3.12320439651609,0.03827805692648,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,3.71743995511622,-1.81224554175069,11
2,1,102.388134959418,0.391880014787881,4.34191645910686,-0.0497834213146355,6.654376596439,-0.0246971636907776,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,3.71743995511622,-1.81224554175069,11
3,1,99.608105707496,-0.180748896774591,4.71405497658652,-0.0966740131868638,4.87501997705177,-0.0152895324257089,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,3.71743995511622,-1.81224554175069,11
1,2,105.86202372987,1.62679405020669,3.63341960322443,-0.103509251620824,4.22155426230384,-0.0768127215000208,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,1.68974543414374,-0.823747973523043,5
2,2,89.0513136267177,-0.452743149873046,3.63497827793783,-0.347171624416956,2.10234669988274,0.262172916746066,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,1.68974543414374,-0.823747973523043,5
3,2,72.4321207626113,-1.0079705437376,4.11058568987144,-0.399372380423278,4.67510618108708,0.108994525938846,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,1.68974543414374,-0.823747973523043,5
1,3,120.103335508203,1.80111120526802,3.09820798887835,-0.485490196421914,4.05732442969895,0.0891546371933828,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,2.02769452097248,-0.988497568227651,6
2,3,55.0712120129707,-0.148942159169136,3.66267105433545,-0.584989808150898,4.2821832021182,0.0167548026432843,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,2.02769452097248,-0.988497568227651,6
3,3,78.8072681049273,0.145403999108277,3.34874404246313,-0.59428743212588,4.5332958914642,0.0501513511304167,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,2.02769452097248,-0.988497568227651,6
1,4,108.422337254951,1.14899039027737,2.86041612859017,-0.33358214501877,3.70075756326816,0.185645759651006,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,2.70359269462998,-1.31799675763687,8
