id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b04_SAEM,b14_SAEM,b06_SAEM,b16_SAEM,b07_SAEM,b17_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha14_SAEM,alpha16_SAEM,alpha17_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,alpha24_SAEM,alpha26_SAEM,alpha27_SAEM
1,5.34395,-0.0525178,-0.162922,7.90885,7.41307,0.00252768,5.77941,-0.134253,2.3599,0.032632,4.57559,-0.131019,321.152,-5.77744,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
2,3.94033,-0.237572,-0.152874,5.96667,7.38691,0.00172619,4.0308,-0.293787,3.48793,-0.0208125,5.07276,-0.0373799,160.83,-1.70531,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
3,4.41155,-0.153532,-0.153363,6.59518,7.4292,-0.00337042,4.05691,-0.130117,6.88679,-0.019015,5.91996,-0.0451933,387.057,-6.67019,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
4,5.67919,0.0675867,-0.183659,28.9767,7.43001,0.00214977,3.97722,-0.215095,3.76636,0.0109328,5.45807,-0.0722479,273.977,-3.83997,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
5,3.77557,-0.177907,-0.16261,5.80066,7.4397,0.00153124,4.92896,-0.282859,6.67889,0.0746078,5.18516,-0.0308278,368.219,-1.99818,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
6,5.16084,-0.104425,-0.163887,6.41701,7.40364,0.00248264,2.73723,-0.227957,5.74735,-0.0205419,5.88251,-0.0573471,341.269,-7.1413,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
7,3.37764,0.0211562,-0.123485,6.1846,7.41049,0.0040849,2.8494,-0.195501,7.83744,0.0151497,5.05614,-0.133065,173.647,-5.46759,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
8,6.81472,-0.0952486,-0.172675,7.63694,7.4112,0.00382436,3.73981,-0.219582,6.1847,0.0301538,5.3509,-0.0691636,305.723,-4.60309,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
9,5.5892,0.00999741,-0.16273,9.34114,7.40652,0.00396143,3.74333,-0.0541991,2.97832,0.0529477,5.06693,-0.0246513,204.221,-5.23568,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
10,1.05777,-0.326927,-0.114775,4.51194,7.37946,-0.000319235,3.37448,-0.202261,5.62076,0.0646058,5.15348,-0.0575495,283.848,-6.90742,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
11,1.8217,-0.273026,-0.107291,6.74482,7.38604,0.00631696,3.4067,0.157568,7.29609,0.092064,5.10097,-0.202958,275.473,-5.87111,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
12,6.58171,-0.17862,-0.150821,7.4103,7.42256,0.00387429,3.87206,-0.186397,3.27838,0.0328389,5.42697,-0.0708546,350.092,-4.32215,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
13,2.44685,-0.143118,-0.150286,6.03705,7.46972,0.00259244,3.81628,-0.463281,5.67514,0.0418101,4.96501,-0.105793,435.86,-5.06751,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
14,5.01753,-0.225305,-0.141667,6.88836,7.39136,0.00275497,3.62297,-0.355962,6.20062,-0.0148858,4.33293,-0.107032,395.888,-3.29297,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
15,4.87211,-0.224285,-0.13898,7.07225,7.3621,0.00118611,3.35463,-0.141966,8.01682,0.0609596,4.87587,-0.0378286,357.875,-4.68113,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
16,6.40017,0.0934525,-0.141465,11.3087,7.44628,0.000153858,4.01207,-0.0989173,3.20756,-0.0438735,5.0304,-0.0110109,215.876,-9.23025,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
17,5.11007,-0.174807,-0.149312,7.79011,7.40139,0.00322029,3.78841,-0.176397,4.95334,0.0297902,5.51972,-0.0742588,342.292,-5.06052,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
18,4.91226,-0.217079,-0.125304,7.47826,7.38635,0.00342565,4.35263,-0.16395,5.92318,0.0193942,5.19197,-0.0568524,189.614,-5.77993,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
19,5.19211,0.100798,-0.146554,7.7014,7.41732,0.00589648,3.99779,-0.068393,9.60867,0.136169,4.37901,-0.119872,297.605,-8.3261,0.0163152,0.133448,0.786307,0.141121,0.196733,-13.0616,0.771866,1.48839e-05,-6.702e-12,0.00297337,-0.122577,-1.4274e-09,-0.281349,1.6653e-10,0.000546719,-0.000855075
