id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b04_SAEM,b14_SAEM,b05_SAEM,b15_SAEM,b06_SAEM,b16_SAEM,b07_SAEM,b17_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha14_SAEM,alpha15_SAEM,alpha16_SAEM,alpha17_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,alpha24_SAEM,alpha25_SAEM,alpha26_SAEM,alpha27_SAEM
1,3.93206,-0.165909,-0.17761,6.09799,7.3866,0.00236715,4.43107,-0.163637,4.55675,0.00248612,7.17417,-0.0509231,5.50809,-0.068731,368.51,-5.65899,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
2,3.41674,0.023621,-0.160711,2.95157,7.40094,0.00102571,4.65284,-0.277492,4.55761,-0.0155167,7.86741,-0.117948,6.74978,0.112373,493.764,-5.23661,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
3,6.10852,-0.145539,-0.235266,7.16435,7.34687,-0.00417495,3.92365,-0.167008,1.98034,-0.134468,7.26711,-0.0415423,5.17953,-0.236358,369.555,-3.69568,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
4,4.22655,-0.171185,-0.181219,5.78265,7.45728,0.00177461,3.95645,-0.147179,8.8933,-0.00152764,5.68518,-0.0589492,4.74336,-0.0706637,299.093,-5.47568,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
5,1.47199,-0.211289,-0.167988,3.43993,7.41932,-6.8259e-05,5.33892,-0.0313455,6.62387,-0.00450234,8.85695,0.0316275,5.95323,0.0194368,388.752,-4.55213,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
6,6.55035,-0.17507,-0.187068,4.18809,7.43822,-0.00340597,3.39654,-0.000275645,7.97023,-0.019802,6.85569,-0.0572714,5.24569,-0.234345,221.817,-3.41888,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
7,3.54706,-0.191584,-0.162417,5.18483,7.36976,0.00135732,3.2528,-0.194879,6.4342,-0.0014435,6.68309,-0.0576171,5.58755,-0.0694439,397.972,-5.47592,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
8,5.98809,-0.178011,-0.173611,4.97317,7.36157,0.000860963,1.92343,-0.243099,3.08732,-0.00072429,4.76159,-0.0553353,4.55412,-0.0695002,330.121,-5.68944,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
9,3.24096,-0.188921,-0.190773,3.73963,7.41785,-0.00314263,3.7921,-0.152327,7.19972,-0.0901325,6.45317,-0.029603,5.61267,-0.0980921,177.63,-5.16824,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
10,6.79403,-0.15962,-0.190634,5.10288,7.45807,0.00448815,3.75552,0.0601045,8.0286,0.0839939,6.6662,-0.0466436,4.65363,-0.0983313,211.467,-6.04515,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
11,4.47904,0.0516577,-0.190512,9.70436,7.3983,0.000383737,3.49859,-0.171953,4.02832,-0.0414764,6.90765,-0.0969367,5.30837,-0.0701838,521.881,-1.78767,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
12,5.61576,-0.166123,-0.177608,4.87213,7.37448,0.000651364,4.13471,-0.203575,4.34821,-0.00464205,6.80261,-0.0638347,4.81037,-0.0730148,372.51,-5.69506,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
13,3.56398,-0.127804,-0.189954,5.29551,7.3452,0.0011896,3.92844,-0.0687321,1.43823,-0.0125544,6.46313,0.00892299,6.00938,-0.0492178,338.677,-5.83213,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
14,2.62523,-0.183018,-0.170173,4.52861,7.42581,0.00411507,4.13973,-0.148253,4.87496,0.0391254,6.55429,-0.0323446,5.31403,-0.0714156,249.282,-5.16834,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
15,7.9854,-0.12846,-0.212831,5.50139,7.36089,-0.000779037,4.0572,-0.189447,4.89996,-0.093501,7.10119,-0.0575666,5.30577,0.0104718,180.083,-1.9592,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
16,4.34431,-0.231236,-0.175373,4.60472,7.38356,-0.00363642,4.14547,-0.302926,3.41368,-0.0657943,7.16996,-0.138327,4.96284,0.0491243,277.769,-13.4884,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
17,1.4564,-0.268092,-0.162634,4.51686,7.40014,-0.00167968,5.73275,-0.164507,4.4859,-0.0485968,8.47347,0.00442202,5.43565,0.00208475,324.442,-3.14638,0.0142588,0.0582139,0.729254,0.11257,0.192308,-22.5495,0.958331,4.10986e-07,-8.78783e-06,0.243764,0.00284677,-0.0629306,3.39901e-08,-1.09137e-08,0.116865,-0.314164,0.0001037,-0.00135113
