id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha15_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_alpha25_SAEM
1,0.740138,-0.00726068,-0.0132857,-0.365813,0.0371628,0.000253859,0.82923,-0.0185552,-0.93541,-0.0456353,-0.518621,0.130915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.594448,0.133535,-0.0220687,0.5526,-0.0749797,-0.00160304,0.136306,-0.279906,-1.6498,-0.0790591,-0.192978,-0.170971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.10126,0.0337676,-0.0156937,0.230371,-0.0182517,-0.00135816,0.183731,0.0524275,2.73183,-0.00410184,-0.575684,-0.00759408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-1.56311,-0.0126196,-0.00698338,-0.305758,-0.0407308,0.0012003,-0.49579,0.0300736,0.567207,0.0232286,-0.0744166,0.0103487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.96217,0.0148137,-0.0233633,-0.141278,-0.0139455,-0.00494489,-0.558886,-0.0861356,-1.95062,-0.0155105,0.95003,0.0555805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-3.42094,-0.0267028,0.0283005,-0.520376,-0.0245837,-0.00452981,-1.06175,0.0696179,-0.731886,-0.0555788,-0.915474,0.0895369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1.78686,-0.0162233,0.00631339,-0.258056,-0.00860873,-0.00310219,0.00971521,-0.0296075,-0.0906722,-0.0454418,0.310717,0.0254115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-1.15732,0.147346,0.0108437,0.682878,0.017102,0.00319785,-0.63631,-0.259305,1.76584,0.0210747,0.288146,-0.219136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.899301,0.0150716,-0.0236448,-0.090485,0.0171186,-0.00053909,-1.44586,-0.171892,-1.42323,-0.0232705,-0.0701639,-0.0437846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-0.187893,-0.0480872,0.0932388,1.13046,-0.00854027,0.000334371,-0.602507,0.108604,1.10187,-0.0163315,0.316452,0.0866353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
