id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_b06_SAEM,eta_b16_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha15_SAEM,eta_alpha16_SAEM,eta_alpha17_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_alpha25_SAEM,eta_alpha26_SAEM,eta_alpha27_SAEM
1,2.34978,0.0834783,-0.0436447,0.681956,0.0557918,0.00738879,-0.397769,-0.047177,2.01176,0.14757,-1.24276,0.0193364,-0.00212854,-0.0715318,-25.1426,0.0826139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-1.26336,-0.0504243,0.039209,-0.162061,0.0230559,0.000145617,0.138558,0.000120237,0.479822,-0.0170055,0.211111,-0.0185727,0.149102,0.103771,-115.308,-0.125822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.85625,0.0313053,-0.0575927,0.289232,0.0233639,0.0034324,-0.92513,0.250067,-0.0205631,0.058557,-0.049965,0.104927,0.0149126,-0.0568104,51.6946,3.99588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-1.32949,-0.0159712,-0.0105035,-0.0414567,0.0360806,0.00102638,0.60471,-0.0343798,1.57459,0.00377731,0.559133,0.0127578,-0.490896,0.00168496,55.6679,0.006382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.38041,-0.0144315,-0.00804309,-0.171615,-0.042283,0.0053824,-1.01303,-0.0422429,-2.09714,0.095804,-0.679082,-0.00483487,0.730969,0.103995,-116.474,3.17699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.909015,0.123707,-0.0333467,0.153255,-0.0394912,-0.00116548,-1.29038,0.275639,0.622663,-0.128499,-0.95063,0.169404,-0.570385,0.0297756,-16.7334,-0.00366626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1.52901,0.192285,0.0246754,0.0324287,-0.0437215,0.00161788,1.16882,-0.17552,-1.5122,0.0216106,0.232012,-0.120414,-0.913172,0.116697,75.5657,-1.68887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-1.38014,0.0870685,-0.0272264,-0.0223744,-0.0287452,0.00470965,0.0696748,0.135712,-0.190643,0.0137351,-0.10556,0.172576,0.41943,0.0346492,12.9173,-3.31579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-0.121045,-0.0119091,-0.00184087,-0.249193,-0.0760403,-0.00532388,0.88082,0.053851,-1.84537,-0.00157928,0.5632,-0.0450944,0.372961,0.016129,210.762,1.40899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-1.88886,-0.011077,-0.0372672,-0.123996,0.0547943,-0.0057969,0.486901,-0.256201,2.87608,-0.0983941,0.0291558,-0.173833,-0.565917,-0.145564,-57.8881,-0.932158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.522561,0.0557309,-0.0414321,0.223693,0.0072085,-0.00114532,-0.712703,-0.18095,-1.00927,0.0388312,-0.863207,-0.014579,-0.0496608,-0.00891628,67.3468,-0.0187132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-1.94569,0.0145202,-0.0367211,-0.116263,0.0130785,-0.00171801,0.170091,-0.118834,1.51672,-0.00174106,0.483053,-0.0949877,-0.206154,-0.0762214,264.585,1.29237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.05299,0.0223855,-0.0150679,-0.179087,-0.0078195,0.00365168,-0.103551,-0.0560179,-1.60385,0.00532906,-0.0721542,-0.0441669,0.579557,0.00336346,108.295,0.642031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-2.03332,-0.0195238,-0.00050354,-0.00203602,0.0323483,-0.000249523,-0.0394178,-0.0357867,0.633426,-0.0036404,1.13798,0.00218711,-0.245362,0.00385349,-81.8112,-0.405178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-1.78144,-0.0127219,-0.0273717,-0.218397,0.0375342,0.00255502,-0.409291,-0.0689437,0.448493,-0.00178532,-0.73689,0.0280549,0.390893,-0.0154401,2.93484,0.705258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-1.40271,0.000633051,-0.0150361,-0.145065,-0.0141466,-0.00135536,-0.154197,-0.0909493,-0.956175,-0.0307059,0.0780251,0.0290943,-0.345515,-0.0221587,63.979,0.187762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.544833,-0.0904307,0.00703403,-0.0139186,-0.024823,0.00492815,0.588954,0.14634,-2.33309,0.079955,0.228771,0.0444858,-0.153357,0.16155,128.335,10.3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-0.957602,-0.0113281,-0.0320497,-0.155602,0.0339779,0.00181162,-1.56759,-0.0459139,0.917437,0.00875648,-1.11707,-0.046775,1.00859,-0.0756507,119.036,0.708893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1.10562,0.0408967,-0.0272225,0.0514736,0.0468932,0.00427212,1.66319,0.126178,2.64075,-0.0120662,0.552618,0.0230845,0.467768,0.0244526,-36.7934,0.230741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1.28555,-0.0139676,-0.00863999,-0.269771,0.0239583,0.00508763,1.11319,-0.0234783,0.432398,0.0467386,0.542117,0.0319619,-0.569819,-0.0626055,34.581,1.81313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1.08641,0.0114696,-0.0130182,-0.124737,-0.0106026,-0.00112614,0.0857866,0.0601278,-1.08828,-0.0284498,-0.404764,-0.0251029,0.574036,0.00979018,-73.5834,0.892096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2.26601,-0.0836395,0.0965828,0.395915,0.0139311,0.00570187,-1.06629,0.0312376,0.750555,-0.0119867,-0.364639,0.0329949,-0.0862317,-0.0473967,104.411,-0.0147468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-2.10279,-0.0620573,0.0763345,-0.127006,0.0363367,0.00172606,-0.596096,0.136665,1.53594,0.0590175,-0.0376969,0.0142233,-0.106519,-0.118406,198.663,3.58667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-1.40362,-0.0318969,-0.0209172,-0.420935,-0.0176092,-0.00109965,0.176198,-0.129387,-1.84093,0.0617943,0.178078,-0.117485,-0.463374,-0.0548577,44.3335,-7.10532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-2.88274,-0.0199352,-0.0041431,-0.600703,0.00176699,0.00439568,1.182,0.0609525,0.105964,0.0877847,0.917237,0.000409973,-0.158513,0.0183421,-21.4316,0.914935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-2.59837,-0.184918,0.0180443,0.663923,-0.0108705,-0.00223784,1.58439,0.070879,-1.24566,-0.0230412,0.913718,-0.0231863,0.145904,-0.0262512,-225.599,-1.51044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-2.44222,-0.0540233,0.00892279,-0.305924,-0.0331898,0.000670193,0.530696,0.195291,-2.50784,-0.0158587,0.249622,0.0864958,0.723219,0.0868352,-57.1124,-2.16972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1.05501,-0.0409934,0.0249657,-0.162826,-0.06651,-0.00119795,-0.477375,-0.0196077,-1.95158,-0.00222592,-1.03067,0.0934258,-0.317785,-0.043401,-3.08682,-1.64255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.77791,0.0398162,-0.0295374,0.00374681,-0.000667379,0.0041289,0.330096,-0.158222,-1.19142,0.0705852,0.304138,-0.0830168,-0.0168302,0.18501,-16.823,-4.35183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1.45882,0.00935537,-0.0212207,-0.207903,0.00297882,-0.00478568,1.29559,-0.143975,-1.76167,0.0388501,0.605059,0.0126734,0.0389887,-0.0498338,-12.5123,3.54827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-1.38079,-0.0242658,0.0104134,-0.0354046,-0.0313995,-0.000204151,-0.292205,-0.0138977,-2.97025,-0.0067042,0.292902,0.00258531,0.49154,0.000397102,139.926,-0.228028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.0593922,0.168045,0.0106624,0.345006,-0.0268664,0.0015152,0.476473,0.0189023,-2.21163,0.006304,0.415909,-0.030399,0.101699,0.120645,15.3862,-4.01021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.578022,0.036881,-0.0312713,0.0392368,0.0200735,0.000587099,0.583797,0.0118376,0.588051,0.00322056,0.182329,0.0253674,-0.138014,-0.00333436,75.1275,0.385929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1.9785,0.0388053,-0.0108934,0.0061339,-0.0241126,-0.00109391,0.938559,0.159362,-0.589959,-0.026197,0.564311,-0.00572145,-0.21916,0.0330716,-106.66,-1.30031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-1.02903,-0.0627743,-0.0193275,-0.330433,0.0441318,0.000711838,0.535753,0.0461288,1.4051,0.0148392,0.623327,-0.0152942,-0.161634,0.0902573,63.5575,-0.914777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,-0.796491,0.0544092,-0.0522206,0.316971,0.00524644,0.000285865,-1.34756,0.0108965,0.715254,-0.0263709,-0.819536,-0.0308956,0.213318,0.025299,80.4217,0.232728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,-2.23824,-0.0132283,-0.0108031,-0.29678,0.00526858,-0.00328079,0.623647,0.0644235,-0.765549,-0.012242,-0.154265,0.0295245,-0.229261,-0.0752355,9.63405,-5.88548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,-3.15587,-0.0360678,0.0092493,-0.140884,-0.0219598,-0.0018013,0.334518,-0.0571337,1.20992,0.0239104,0.184642,0.0436058,-0.532947,0.0142739,-139.688,0.378792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2.1533,-0.0094003,0.00310294,-0.0149789,0.0178984,4.57194e-05,-1.16111,-0.0277999,-1.39574,0.0039415,0.0929661,0.0185373,0.306648,-0.00525251,-32.7507,0.375753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.942482,0.0116369,-0.0398033,0.0746554,-0.040285,-0.0063404,-1.90621,0.0008809,-3.47496,-0.0484448,-2.20315,0.0646711,0.185856,0.0397081,-114.458,-1.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1.05759,-0.00510812,0.00582065,-0.0275623,-0.0228227,0.000193764,0.476628,-0.0420164,-0.284646,-0.00632564,0.0648284,0.0103603,0.691532,0.00274505,-32.352,0.201254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,-1.93618,-0.022521,-0.00917267,-0.334129,-0.0588169,-0.00724421,0.77758,0.104232,-1.70486,-0.0707431,0.598984,-0.0411591,0.4472,0.0748061,-4.03376,0.122617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,-4.65721,-0.0378467,0.0154555,-0.195809,-0.0370943,-0.00553804,-0.387598,-0.0742398,-3.32907,0.0545616,-0.556574,-0.129174,0.801149,0.035089,116.08,-2.52766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.864088,-0.0642338,0.0504412,0.147463,0.00260749,0.00021504,0.134616,-0.000500522,0.426361,-0.0138509,0.704518,0.0859591,-0.493818,-0.014664,-118.628,-1.27062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,-1.0814,-0.0316612,-0.0175959,-0.308345,0.00322586,-0.000681006,-0.207786,0.00943499,-0.189484,-0.0124777,0.262388,0.0111522,-1.61896,-0.0635917,-76.7553,-2.93209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3.36217,0.00615,-0.0317073,-0.132422,0.00910861,0.00387358,-0.977618,-0.35158,1.04743,0.0241727,-0.655329,-0.225894,0.516347,-0.0861199,-87.5777,-4.12368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-1.73342,-0.0617442,0.0135657,-0.222214,-0.0059882,0.00349619,0.98894,-0.000182539,-1.07036,0.0262584,0.303242,-0.0520711,-0.831243,0.0964739,-3.57284,3.41332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,-2.66152,-0.00136397,0.0062507,-0.441769,-0.0100693,-0.00275787,-0.399952,0.128439,-1.31226,-0.0183391,-1.028,0.0448696,0.412637,0.0240473,-27.5085,1.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.848362,-0.0345267,0.0261574,-0.174716,0.0446932,0.00114472,0.00225272,0.0177179,1.8463,0.0153311,0.642096,0.0604757,0.364086,0.0336327,-56.3764,0.0891806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.190561,-0.0140353,-0.0207409,-0.282498,-0.0378456,-0.00213758,-1.32674,-0.196384,-2.27981,-0.0833747,-0.271975,-0.140343,-0.114137,-0.210392,56.9825,-0.453649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1.88483,0.0473422,-0.0944226,0.667263,0.0142838,-0.00215267,0.909504,0.269104,-0.258874,-0.0133658,0.585769,0.163507,-0.691989,-0.162481,-103.072,1.91155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,-2.24078,0.201578,-0.0339756,0.897881,-0.00900268,0.000702672,-0.0715943,-0.0777583,-0.533542,0.0378342,-0.537081,-0.0623017,0.755534,0.0651673,-65.4925,-5.62869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1.48464,-0.0410271,-0.000532278,-0.229268,-0.0197197,0.0115525,-0.956336,-0.116806,-1.23935,0.239121,-1.09473,-0.110168,-0.050782,-0.0359237,59.4617,5.10397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.525727,0.00295302,-0.0342775,-0.156682,-0.0204054,0.00208268,0.226353,0.292826,-2.62637,0.0186774,0.15938,0.109498,-0.534254,-0.0374766,-72.9366,2.81847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2.47801,0.0675848,-0.0385989,0.277646,-0.00298542,-0.000437014,0.0761776,-0.0255446,-0.55715,0.00358909,-0.0636855,0.0209046,0.535453,0.00150911,31.5032,0.467566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1.77483,-0.0165101,-0.012939,-0.133975,0.0268988,-0.00327067,0.594657,-0.125482,0.782133,-0.0504054,-0.38631,-0.0805719,1.08354,-0.00151097,85.0739,-3.3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,-1.83797,0.0281551,0.00644506,-0.0838089,-0.00751962,-0.00461303,-0.205946,0.125,-0.717101,-0.0618294,-0.0996032,0.0636269,-0.0145586,0.0717472,-106.836,-4.19977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.592416,-0.0622097,0.0293093,-0.0310724,0.0427621,0.00646106,-0.126977,-0.0686821,0.992871,0.0219532,-0.650316,0.0706644,0.233785,-0.10025,40.1072,-0.099536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.667844,0.0317739,0.0478935,-0.0749949,-0.0568426,0.00504455,-1.22283,-0.0286366,-2.73292,0.0514435,-0.342951,-0.0910234,-1.04612,-0.154457,213.962,3.9006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,-0.695485,-0.0754395,0.0319046,-0.0421256,0.0299547,-0.00510798,1.00602,0.0153945,0.552904,-0.02081,0.243958,0.0754535,0.0635168,-0.0760843,33.8007,5.50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.942212,-0.0198589,0.0184945,-0.0665609,-0.00897854,-0.00023796,0.987856,-0.0462082,0.374702,0.0010013,1.95236,0.0226642,0.376524,-0.00191569,-27.8905,0.598491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3.65583,-0.011083,-0.0474296,-0.156992,-0.0419009,-0.00215849,0.708934,0.228819,-1.25342,-0.0420527,0.817749,0.0815621,1.0713,-0.0980388,66.3711,0.150774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,-0.547757,-0.0119501,0.00360368,-0.018242,-0.0283891,0.000402332,-0.408764,-0.0288248,-1.3989,0.00322964,0.597264,0.00690197,-0.190942,-0.00306494,161.268,-0.308235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,-0.115005,0.083279,-0.0128609,-0.183609,0.0147562,-0.0127152,0.92786,0.121762,-0.772954,-0.105473,1.063,-0.0204646,0.0455328,0.139543,80.4275,3.4378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1.70245,0.00047665,-0.0312232,-0.214859,0.0831523,0.00702009,0.0530715,-0.0035821,4.02189,0.0529499,0.671763,-0.014603,-0.0177519,0.0284972,-82.9918,-4.15115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,-0.395269,0.0142025,-0.0203738,0.0303425,0.00442657,-0.00756693,0.908611,0.230984,-0.0331017,-0.06918,0.386322,0.102919,-0.700296,-0.0497058,31.2042,2.20351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.499128,-0.00482483,-0.0286832,-0.214408,0.00981926,-0.00368731,0.502278,-0.00846127,0.785744,-0.0934828,0.481362,0.0383653,1.21894,-0.0651587,17.6121,-1.36005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0.915433,-0.0564992,0.00200347,-0.17165,0.0341374,0.00916325,-0.161307,-0.164345,0.515835,0.164153,-0.359871,-0.104685,-0.0125384,0.00567929,30.5888,2.86116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2.05594,-0.0105565,-0.0125779,-0.257741,-0.0224422,-0.00508495,-0.528916,-0.0340413,-3.01738,-0.0525901,-0.592641,-0.0202022,-0.218515,-0.0224375,158.109,1.79723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
