id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha23_SAEM
1,1.47524,-0.0591553,0.0411236,0.221895,0.710814,-0.0636818,0,0,0,0,0,0,0,0
2,1.59722,0.0204756,-0.0201009,-0.17487,0.344028,0.178257,0,0,0,0,0,0,0,0
3,-1.24271,-0.0764413,0.0798268,0.0155432,0.584813,0.14173,0,0,0,0,0,0,0,0
4,-3.78082,0.0270342,-0.00582372,-0.226397,0.711355,-0.0408313,0,0,0,0,0,0,0,0
5,2.25895,-0.0119233,-0.0191367,-0.286327,0.176503,-0.0856577,0,0,0,0,0,0,0,0
6,-0.463125,0.176554,0.0235826,-0.0435722,0.423719,0.0195663,0,0,0,0,0,0,0,0
7,1.54975,-0.0315251,-0.0136816,-0.166761,-0.447897,0.270934,0,0,0,0,0,0,0,0
8,-0.233831,-0.0723997,0.0613884,0.0367459,0.174102,-0.0202855,0,0,0,0,0,0,0,0
9,2.30427,0.0184942,-0.00795997,-0.0415339,0.19887,0.079172,0,0,0,0,0,0,0,0
10,-0.668687,0.0113452,0.00770573,-0.097227,-0.268744,-0.249921,0,0,0,0,0,0,0,0
11,-0.0845809,0.062514,-0.0135502,0.181939,-0.0906853,0.043484,0,0,0,0,0,0,0,0
12,1.88073,-0.0197153,0.000142109,0.0278805,0.342819,0.00382356,0,0,0,0,0,0,0,0
13,-1.17952,-0.0050087,-0.0313552,-0.0244863,-0.645991,0.19641,0,0,0,0,0,0,0,0
14,1.01715,0.00475774,-0.0110454,-0.160953,-0.817784,0.196594,0,0,0,0,0,0,0,0
15,0.587982,-0.0880747,0.0102229,0.293118,0.684565,-0.00367354,0,0,0,0,0,0,0,0
16,0.134504,0.233251,0.0430036,-0.929161,-0.0642065,0.0649861,0,0,0,0,0,0,0,0
17,2.291,0.0504142,-0.00846566,0.0102203,0.531037,0.0660838,0,0,0,0,0,0,0,0
18,-0.858818,0.0137335,-0.0281571,-0.0500274,0.319044,-0.0283539,0,0,0,0,0,0,0,0
19,0.950903,0.10835,-0.0920959,1.96648,0.825847,-0.00882722,0,0,0,0,0,0,0,0
20,2.39139,-0.0516372,0.0220696,-0.0355641,-1.01196,-0.0726404,0,0,0,0,0,0,0,0
21,0.187341,-0.129409,0.045434,0.572352,0.420727,0.0710937,0,0,0,0,0,0,0,0
22,-4.76328,-0.0892384,0.0387543,-0.132296,0.134617,0.022358,0,0,0,0,0,0,0,0
23,2.75157,0.0158469,-0.0451131,0.128743,-0.424363,-0.119992,0,0,0,0,0,0,0,0
24,-1.60116,-0.0036044,0.00299203,-0.0168998,0.152391,-0.0232646,0,0,0,0,0,0,0,0
25,1.26611,0.225747,-0.0224826,0.7307,0.882027,0.156826,0,0,0,0,0,0,0,0
26,0.489887,-0.0212041,0.00110267,-0.0180245,0.122385,-0.023129,0,0,0,0,0,0,0,0
27,0.889677,-0.00560902,-0.0250029,-0.0597709,0.531524,0.0798848,0,0,0,0,0,0,0,0
28,5.0149,-0.0166163,0.00846428,-0.152827,1.20312,0.0170506,0,0,0,0,0,0,0,0
29,0.206938,0.0389415,0.21287,0.583066,0.11354,-0.0698323,0,0,0,0,0,0,0,0
30,0.596628,0.00518421,-0.0265583,-0.107541,1.28387,0.0391809,0,0,0,0,0,0,0,0
31,0.980271,0.179233,0.0355653,-0.339365,1.62339,0.0472494,0,0,0,0,0,0,0,0
32,-0.561191,0.0261629,-0.0206599,-0.148864,1.1215,0.100565,0,0,0,0,0,0,0,0
33,0.87231,0.0461093,-0.00463634,0.141488,-0.0392,0.0446496,0,0,0,0,0,0,0,0
34,-0.655277,-0.00360233,0.00102786,-0.20376,-0.838541,-0.0500023,0,0,0,0,0,0,0,0
35,2.30107,-0.0123309,-0.00706224,-0.174389,-0.641412,-0.0321098,0,0,0,0,0,0,0,0
36,0.104976,-0.0200563,-0.0013172,-0.172331,-0.882672,0.176346,0,0,0,0,0,0,0,0
37,0.343703,-0.0846739,0.0388136,0.0692604,-1.51867,-0.217013,0,0,0,0,0,0,0,0
38,-0.512443,0.0279346,-0.0207091,-0.17776,-1.01596,-0.10836,0,0,0,0,0,0,0,0
39,0.26296,-0.0158816,0.00142449,-0.332153,0.513158,-0.198985,0,0,0,0,0,0,0,0
40,0.3641,0.0562253,-0.0309679,0.0441512,-1.25158,-0.283805,0,0,0,0,0,0,0,0
41,-1.53314,-0.0149582,-0.0115221,-0.396435,1.64113,0.0379573,0,0,0,0,0,0,0,0
42,-1.34028,-0.0490504,0.0319052,-0.066257,0.584621,0.0396156,0,0,0,0,0,0,0,0
43,-0.513555,-0.0397425,0.00154796,-0.340886,0.300147,0.0975568,0,0,0,0,0,0,0,0
44,-1.07159,-0.0179768,0.00386384,-0.074911,0.367578,-0.00300533,0,0,0,0,0,0,0,0
45,1.32668,-0.0304816,0.0233987,-0.124588,-0.332844,0.00123046,0,0,0,0,0,0,0,0
46,-1.99434,-0.02677,-0.00723939,-0.488881,1.86561,0.0172073,0,0,0,0,0,0,0,0
47,-1.10868,-0.0602614,0.0196489,-0.149179,-0.0399241,0.0475374,0,0,0,0,0,0,0,0
48,0.385607,0.0388215,-0.0291873,-0.0384732,-0.347374,0.00864962,0,0,0,0,0,0,0,0
49,-0.185883,-0.00260547,-0.0178362,-0.266991,-0.403531,0.00487222,0,0,0,0,0,0,0,0
50,-0.0109492,-0.175583,0.0100424,0.719347,-1.6285,-0.0495811,0,0,0,0,0,0,0,0
51,1.91579,0.0484894,-0.0308185,-0.0653458,-0.157829,-0.0555491,0,0,0,0,0,0,0,0
