id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_b06_SAEM,eta_b16_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha15_SAEM,eta_alpha16_SAEM,eta_alpha17_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha25_SAEM,eta_alpha26_SAEM,eta_alpha27_SAEM
1,0.555274,0.0169174,-0.0052775,-0.206722,-0.0389563,-0.000966961,-0.286139,-0.0513886,0.0512981,-0.0201421,-0.165743,-0.0331898,169.522,0.26301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.133485,0.0150708,-0.0510796,-0.00277888,0.00142631,0.0100748,-0.425761,-0.0897594,0.863757,-0.111506,0.0381568,0.0301271,-61.3196,-1.47319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.974206,-0.0115099,-0.0325853,-0.189566,-0.0696985,0.00538887,0.582624,0.110954,1.15383,0.0589061,-0.365602,-0.0219539,33.0282,1.47845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.536272,-0.0108147,0.00540338,-0.00644481,-0.00412172,0.000974815,0.611507,-0.0220752,0.72418,0.000981144,-0.298619,-0.00126385,27.4081,0.119723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-2.64153,-0.00466503,0.00312511,0.0655421,0.0329546,0.00223916,-0.16545,-0.00604104,-0.116078,0.0162306,0.285007,-0.00290603,75.2749,0.348911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.402029,-0.0875051,0.0463917,0.0603452,0.0492489,0.00673605,0.265636,-0.0710063,-0.161697,-0.0350838,0.20465,0.0649917,-86.6287,-1.24135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.629991,-0.0171202,-0.00321021,0.0148295,0.0513565,0.000747437,-0.421077,-0.017651,0.176228,0.00756187,0.528719,-0.00708172,64.8703,-0.221405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.136337,0.00993088,-0.0267783,-0.284653,-0.00377119,-0.00529107,-1.00518,-0.0132503,-1.1186,0.0757313,-0.0369556,0.177968,-21.5788,-6.49272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-1.00124,-0.0735154,0.0353791,0.130905,-0.0137881,0.000158579,-1.26155,-0.134562,-1.07686,-0.0594186,0.395988,0.0162269,-20.8805,-0.837989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-0.0213485,-0.00686232,-0.00363993,-0.212107,0.0341141,0.00134809,0.340405,0.0788652,0.277791,0.00258232,-0.103006,-0.00264073,-37.0601,0.446643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-0.474183,0.00828672,-0.0180185,-0.296671,0.0160381,0.00441566,-0.799871,-0.0102898,-1.46867,-0.0730893,0.645673,0.0505369,-198.568,-4.94286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-2.25965,-0.00385171,-0.0579959,-0.0334773,-0.0553298,0.00620415,1.11781,0.141975,1.3925,0.0307823,-0.231028,0.00878139,123.085,2.36337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-4.2174,-0.0933758,0.0578664,0.624519,-0.0289851,0.000307594,0.130284,-0.00307682,-0.859721,0.104193,-0.109483,-0.0557669,-135.35,-1.62335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2.51332,-0.0646931,-0.00130831,-0.139438,0.0629073,-0.00196942,0.917356,0.39301,1.54324,0.222853,0.00778231,0.0637126,25.4375,-0.83449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1.62301,0.040339,-0.0226917,-0.132603,0.0275515,0.00371573,-0.826585,-0.131798,-0.49657,-0.152559,1.42591,-0.155347,-47.6965,-0.441227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-3.87079,0.0434206,-0.0167061,-0.365587,0.026623,0.00306904,-0.235198,0.00612559,1.07041,-0.103386,-1.2708,-0.0677344,72.864,-0.0191186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2.08113,-0.0132081,0.0107383,-0.0530804,-0.0281896,0.0015079,1.27472,-0.0434325,1.16495,0.00441615,0.240679,0.00342798,-44.1019,0.164853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2.33988,0.0160349,-0.013887,0.0646367,0.00656879,-0.00159165,-0.0498613,0.0684201,0.181813,0.00384678,-0.882849,0.0121508,-29.8265,0.137283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1.46331,-0.0209643,0.171047,1.0693,-0.0285753,-0.000183431,-0.931062,0.0075605,-1.19643,0.0014172,0.0614956,0.000446547,127.158,0.0698335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-2.42245,-0.0117979,0.00352742,-0.0660296,-0.0400114,0.000883839,0.820667,-0.0212386,1.224,0.00401982,0.0383808,0.000277058,68.8449,-0.167942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.994585,0.0532884,-0.00741669,0.28142,0.00176878,-0.000619916,0.23805,0.0852393,0.339661,0.00502513,-1.19809,0.00550243,18.7244,0.202284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1.35255,-0.00545483,0.00112731,-0.0865633,0.0271982,0.000413567,0.363354,-0.0177029,0.28558,0.00550161,-0.348619,8.16735e-05,-78.9576,0.29749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1.79474,-0.00112908,0.00475731,-0.0901184,0.00451259,0.00154566,-0.199302,-0.011727,-0.596411,0.00068581,-0.36795,-0.00275913,228.02,-0.0932167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-1.23531,-0.0270335,-0.00788062,-0.388928,0.0413577,-0.00078855,0.352015,-0.0326978,0.346943,-0.0276645,-0.454099,-0.0723551,-38.2812,0.0835297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.0612855,-0.108163,0.0343215,0.153425,-0.0542506,0.00122824,0.271542,0.268609,0.870585,0.0140683,0.743411,0.0327926,-180.721,0.00692808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2.02842,-0.00846956,-0.00644339,-0.22388,-0.0621467,-0.00211524,1.03732,0.113945,0.863949,-0.0223589,1.52226,0.00600001,31.0899,-0.336412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
