id,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM
1,-0.00666673,-9.15662e-05,-0.43066,0.111599,0,0,0,0,0,0,0,0
2,0.00374535,0.000414798,-0.954621,0.011987,0,0,0,0,0,0,0,0
3,-0.0272514,-0.00214264,0.0501418,-0.0537566,0,0,0,0,0,0,0,0
4,0.0135951,0.00121046,0.286522,-0.0505356,0,0,0,0,0,0,0,0
5,0.00639416,-0.0013252,0.756628,0.153322,0,0,0,0,0,0,0,0
6,-0.00607691,0.000558746,1.57911,0.0244471,0,0,0,0,0,0,0,0
7,0.00483521,0.00168515,-0.709608,0.226197,0,0,0,0,0,0,0,0
8,0.017851,0.00134844,-0.369382,-0.119912,0,0,0,0,0,0,0,0
9,0.0218064,0.000432343,0.545208,-0.0341271,0,0,0,0,0,0,0,0
10,-0.0209255,0.000695896,0.327955,0.0249764,0,0,0,0,0,0,0,0
11,0.0137288,-0.00209132,-0.573377,0.0469571,0,0,0,0,0,0,0,0
12,-0.00531064,-0.0022891,-0.507562,-0.041439,0,0,0,0,0,0,0,0
13,-0.00966359,0.00220276,0.164084,0.0704699,0,0,0,0,0,0,0,0
14,0.0566985,-0.000483845,0.854853,0.0581423,0,0,0,0,0,0,0,0
15,0.050125,-0.000107185,0.899881,-0.00923984,0,0,0,0,0,0,0,0
16,-0.000712927,5.56352e-05,1.11522,-0.00765369,0,0,0,0,0,0,0,0
17,0.00844674,0.000100772,-1.00374,-0.00166228,0,0,0,0,0,0,0,0
18,-0.0158444,-0.00632167,0.201355,-0.146811,0,0,0,0,0,0,0,0
19,0.0234637,-0.00246304,-0.449874,-0.0373031,0,0,0,0,0,0,0,0
20,-0.0127505,-0.00555829,0.513209,0.117232,0,0,0,0,0,0,0,0
21,-0.0270462,-0.00250506,0.0709259,-0.211785,0,0,0,0,0,0,0,0
22,-0.0533378,-0.00333512,-0.325151,-0.0782389,0,0,0,0,0,0,0,0
23,-0.0291238,-1.11034e-05,-0.567081,0.0548956,0,0,0,0,0,0,0,0
24,-0.0185382,-0.000466994,-0.100218,-0.00789162,0,0,0,0,0,0,0,0
25,0.00213419,0.00145592,-1.237,0.122729,0,0,0,0,0,0,0,0
26,-0.0285162,0.00932963,-0.155966,0.0389923,0,0,0,0,0,0,0,0
27,0.0658821,-0.00117824,0.0909897,0.0584077,0,0,0,0,0,0,0,0
28,-0.0325004,0.00223043,0.480495,0.0142128,0,0,0,0,0,0,0,0
29,0.0448332,0.00522075,0.177341,0.0381407,0,0,0,0,0,0,0,0
30,-0.0614821,-0.00550293,-0.62623,-0.154841,0,0,0,0,0,0,0,0
31,0.0213374,-0.000692958,-0.337628,0.0353614,0,0,0,0,0,0,0,0
32,-0.0252339,-0.00107312,0.852774,-0.0939344,0,0,0,0,0,0,0,0
33,-0.0326856,0.0069888,-0.38258,-0.0742729,0,0,0,0,0,0,0,0
34,0.0116464,0.00925827,0.275721,0.0232441,0,0,0,0,0,0,0,0
35,-0.00354316,0.00115383,-0.122724,-0.0914815,0,0,0,0,0,0,0,0
36,0.0320853,-0.00608577,-0.702531,0.0214232,0,0,0,0,0,0,0,0
37,0.0409238,0.00157164,0.861985,-0.00407626,0,0,0,0,0,0,0,0
38,0.0282081,-0.00385783,-0.678873,0.0315939,0,0,0,0,0,0,0,0
39,-0.0185478,-0.000959157,0.287866,0.0923709,0,0,0,0,0,0,0,0
40,0.0495016,0.000605075,0.0599234,-0.0308899,0,0,0,0,0,0,0,0
41,0.0175787,0.00230252,-0.0236651,-0.0634095,0,0,0,0,0,0,0,0
42,-0.0107643,-0.001493,-0.0981502,0.0875039,0,0,0,0,0,0,0,0
43,0.0194395,-0.000778208,-1.05032,0.0287052,0,0,0,0,0,0,0,0
44,0.0313512,0.000915656,1.47063,0.0313054,0,0,0,0,0,0,0,0
45,0.0164081,-0.0008437,-0.460198,0.0643275,0,0,0,0,0,0,0,0
46,0.0334045,0.000883155,-0.283788,-0.0098653,0,0,0,0,0,0,0,0
47,0.00935489,-0.0013834,-0.144184,-0.15352,0,0,0,0,0,0,0,0
48,-0.0533021,-0.000286954,0.243669,-0.00841297,0,0,0,0,0,0,0,0
49,0.00623211,-0.0013119,1.01396,-0.0673798,0,0,0,0,0,0,0,0
50,-0.0290634,-0.00115264,0.915504,0.03348,0,0,0,0,0,0,0,0
51,0.0285801,0.000409392,-0.0145476,-0.0189203,0,0,0,0,0,0,0,0
52,-0.0180942,-0.00221296,0.369862,-0.103323,0,0,0,0,0,0,0,0
53,0.0200996,0.000447353,1.46322,0.119082,0,0,0,0,0,0,0,0
54,0.0406287,0.00329912,1.00133,0.312403,0,0,0,0,0,0,0,0
55,0.0179627,-0.000247896,0.249136,0.0238039,0,0,0,0,0,0,0,0
56,-0.019853,0.000817407,-0.279945,0.0839128,0,0,0,0,0,0,0,0
57,-7.89534e-05,-0.000704575,1.30291,0.0339717,0,0,0,0,0,0,0,0
58,0.00637487,0.000188219,0.648245,-0.0233062,0,0,0,0,0,0,0,0
59,0.0139814,0.00144295,-0.961104,-0.0132698,0,0,0,0,0,0,0,0
60,0.0374429,-0.00358689,0.524147,-0.201072,0,0,0,0,0,0,0,0
61,0.0629253,-7.66621e-05,0.233821,-0.00597034,0,0,0,0,0,0,0,0
62,-0.0366969,-0.00816683,-0.231838,-0.352163,0,0,0,0,0,0,0,0
63,-0.0366072,0.00256819,-0.467794,0.101894,0,0,0,0,0,0,0,0
64,0.0175055,0.000446483,-0.35921,-0.0906453,0,0,0,0,0,0,0,0
65,-0.0136467,-0.00129081,0.253748,0.0542882,0,0,0,0,0,0,0,0
66,0.032807,0.0045376,-0.694371,-0.0482369,0,0,0,0,0,0,0,0
67,0.0096868,-0.000385885,0.0189529,-0.0415028,0,0,0,0,0,0,0,0
68,0.0234248,0.00365876,0.405391,0.0124839,0,0,0,0,0,0,0,0
69,0.00401443,0.00378725,-0.623579,-0.12408,0,0,0,0,0,0,0,0
70,-0.0397274,-0.00196147,0.0851194,0.0263564,0,0,0,0,0,0,0,0
71,-0.0347618,-0.00825121,0.234827,0.0309944,0,0,0,0,0,0,0,0
72,0.00437338,0.000556297,-0.113571,-0.0199632,0,0,0,0,0,0,0,0
73,-0.0073174,8.33233e-05,-1.56494,-0.0162571,0,0,0,0,0,0,0,0
74,0.0464242,0.00568843,0.263503,-0.0470429,0,0,0,0,0,0,0,0
75,0.0250068,-0.0062479,-0.747,-0.0313491,0,0,0,0,0,0,0,0
76,0.0585734,0.000739146,-0.0732309,-0.123778,0,0,0,0,0,0,0,0
77,0.00424894,0.00140275,1.01662,-0.0344332,0,0,0,0,0,0,0,0
78,0.0180954,0.00860408,-0.822119,-0.00288602,0,0,0,0,0,0,0,0
79,0.016556,0.000478964,-0.701385,-0.000761163,0,0,0,0,0,0,0,0
80,0.0257787,0.00532759,0.0290562,0.09643,0,0,0,0,0,0,0,0
81,0.0140015,-6.7091e-05,0.173554,-0.091354,0,0,0,0,0,0,0,0
82,0.0473189,-0.00144421,-0.483686,0.214022,0,0,0,0,0,0,0,0
83,-0.0150382,0.00169502,0.572402,-0.0453075,0,0,0,0,0,0,0,0
84,-0.00820453,-0.00274968,-0.21138,-0.111755,0,0,0,0,0,0,0,0
85,-0.0576939,-0.00184925,0.361982,0.00768584,0,0,0,0,0,0,0,0
86,0.0726304,0.00152567,0.551185,-0.172493,0,0,0,0,0,0,0,0
87,0.0199197,0.000652204,-0.195432,0.181227,0,0,0,0,0,0,0,0
88,-0.0166079,0.000999579,-0.928425,-0.0260083,0,0,0,0,0,0,0,0
89,-0.00851799,-0.000669835,-1.3473,-0.0150804,0,0,0,0,0,0,0,0
90,-0.018998,0.00444147,-0.677979,0.0417721,0,0,0,0,0,0,0,0
91,-0.0588987,0.000250969,-1.75842,-0.0385155,0,0,0,0,0,0,0,0
92,-0.0281507,-0.0102144,0.260469,0.0788935,0,0,0,0,0,0,0,0
93,0.00470327,0.00688585,-0.449433,0.0147493,0,0,0,0,0,0,0,0
94,-0.0223085,-0.00181981,0.777929,0.0342318,0,0,0,0,0,0,0,0
95,-0.0648163,0.00295519,-0.784628,-0.0882157,0,0,0,0,0,0,0,0
96,-0.0622716,-0.00367676,0.321175,-0.0167905,0,0,0,0,0,0,0,0
97,0.0101751,0.00100386,0.764631,0.0770122,0,0,0,0,0,0,0,0
98,0.00030591,0.000424643,-0.109503,-0.0185228,0,0,0,0,0,0,0,0
99,0.0582063,0.00272283,0.154433,-0.0120795,0,0,0,0,0,0,0,0
100,0.0002864,0.00497343,-1.38492,-0.125243,0,0,0,0,0,0,0,0
101,0.0328254,-0.000518969,0.0388288,-0.268788,0,0,0,0,0,0,0,0
102,0.0131428,0.00566409,-0.064472,-0.164046,0,0,0,0,0,0,0,0
103,0.0157294,0.00219991,-0.502293,-0.143652,0,0,0,0,0,0,0,0
104,-0.00122347,-0.00131228,0.990142,0.0221387,0,0,0,0,0,0,0,0
105,-0.0191705,0.00033476,0.433914,-0.00771195,0,0,0,0,0,0,0,0
106,-0.00823181,-6.2836e-05,-0.668121,-0.100584,0,0,0,0,0,0,0,0
107,0.00240981,-0.00187929,0.2551,0.204259,0,0,0,0,0,0,0,0
108,-0.0526103,0.00293075,-0.0927323,0.0646852,0,0,0,0,0,0,0,0
109,-0.0414375,-0.00823466,-0.656355,0.0382131,0,0,0,0,0,0,0,0
110,0.0418215,0.0033832,-0.313623,-0.0361452,0,0,0,0,0,0,0,0
111,0.0649025,0.000894135,0.849355,0.0794219,0,0,0,0,0,0,0,0
112,-0.00124558,0.000790433,1.56084,-0.0490554,0,0,0,0,0,0,0,0
113,0.0243222,0.00264818,0.0952605,-0.0127273,0,0,0,0,0,0,0,0
114,-0.0449332,-0.00287029,0.694046,0.152286,0,0,0,0,0,0,0,0
115,0.00364133,0.000874371,0.568738,-0.0284846,0,0,0,0,0,0,0,0
116,0.0181281,0.000602341,-0.243457,-0.0080305,0,0,0,0,0,0,0,0
117,0.00401052,-0.000659178,-0.537507,0.226019,0,0,0,0,0,0,0,0
118,-0.0282679,-0.00521703,-1.12376,0.0436958,0,0,0,0,0,0,0,0
119,-0.0179204,0.00157802,0.468412,0.0365012,0,0,0,0,0,0,0,0
120,0.0510855,0.00187503,-1.33557,-0.0427856,0,0,0,0,0,0,0,0
121,-0.0163651,-0.00209806,-0.0692731,-0.0335543,0,0,0,0,0,0,0,0
122,-0.00134952,0.000314912,-0.583728,-0.00522314,0,0,0,0,0,0,0,0
123,-0.0215308,-0.00207887,0.3912,0.00852151,0,0,0,0,0,0,0,0
124,0.00129004,-0.000653484,-0.41589,0.0760783,0,0,0,0,0,0,0,0
125,0.00633772,-0.00126432,0.0348833,0.0876254,0,0,0,0,0,0,0,0
126,-0.00921801,0.00155022,1.48696,0.174943,0,0,0,0,0,0,0,0
127,0.000829012,0.00481226,-0.0680277,0.00104048,0,0,0,0,0,0,0,0
128,-0.0433472,0.00229099,-0.835545,0.157399,0,0,0,0,0,0,0,0
129,0.00559072,-0.000585844,-0.410758,0.157808,0,0,0,0,0,0,0,0
130,-0.0188906,-0.000806967,-0.447985,-0.0261296,0,0,0,0,0,0,0,0
131,0.0667467,0.00059781,0.919094,0.195354,0,0,0,0,0,0,0,0
132,0.0328256,0.00293938,-1.84297,0.150616,0,0,0,0,0,0,0,0
133,-0.0218105,0.0129968,1.38205,0.0820478,0,0,0,0,0,0,0,0
134,-0.00549794,0.00173492,0.285607,-0.0970798,0,0,0,0,0,0,0,0
