id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha21_SAEM,alpha22_SAEM
1,3.90768,-0.158325,-0.165297,3.66436,7.39557,0.00328902,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
2,7.76615,-0.175936,-0.132283,6.12197,7.44506,0.00300209,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
3,5.1745,-0.215746,-0.144284,4.15064,7.41207,0.00811951,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
4,0.472873,-0.1526,-0.0494957,5.00092,7.37531,-0.000600206,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
5,3.32004,-0.471626,-0.10934,7.15985,7.33618,0.00454251,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
6,5.75936,-0.186513,-0.131798,6.04893,7.36966,0.00364875,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
7,5.25433,-0.120665,-0.150461,6.02868,7.40591,0.00212761,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
8,6.11878,-0.170892,-0.135228,5.71988,7.40715,0.00239592,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
9,2.1717,-0.151761,-0.147097,3.66781,7.39695,-0.000407895,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
10,3.87079,-0.154561,-0.134863,5.77955,7.41128,0.00283536,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
11,8.4574,-0.169731,-0.127661,4.93288,7.41636,0.00360962,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
12,6.66751,-0.125612,-0.154139,7.66624,7.37907,0.00287819,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
13,5.25913,-0.211464,-0.132343,5.12076,7.43002,0.00267862,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
14,2.0396,-0.200321,-0.13267,4.29095,7.38415,0.00247645,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
15,5.89352,-0.147775,-0.166668,4.40193,7.4291,0.00263661,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
16,7.62681,-0.109737,-0.178232,5.7905,7.43336,0.00556229,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
17,7.74799,-0.182713,-0.147632,4.72096,7.43772,0.00768868,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
18,5.63244,-0.181438,-0.147464,4.54017,7.42454,0.00282001,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
19,4.31043,-0.159795,-0.146415,4.25323,7.3647,0.00154966,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
20,5.23813,-0.185497,-0.139703,3.98213,7.42114,0.00457526,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
21,3.91911,-0.145,-0.154078,4.06376,7.40767,0.00629284,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
22,6.10289,-0.0210162,-0.190417,11.5706,7.47249,0.00291526,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
23,4.58244,-0.159947,-0.13867,5.94579,7.38225,0.00346523,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
24,4.67445,-0.161377,-0.141016,5.79799,7.41003,0.00328995,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
25,4.93247,-0.138475,-0.157473,5.07623,7.39193,0.00455034,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
26,5.01167,-0.0914583,-0.163754,6.3547,7.42658,0.00698122,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
27,6.72826,0.0912667,-0.14029,14.9958,7.3638,0.00470414,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
28,4.17164,-0.111079,-0.154865,7.5038,7.43698,0.00168366,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
29,3.49838,-0.197158,-0.134011,4.18584,7.3858,1.4835e-05,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
30,4.7285,-0.129042,-0.161248,4.83744,7.39768,0.00334166,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
31,3.88243,-0.129362,-0.147956,3.79161,7.42068,0.00249884,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
32,4.66115,-0.167639,-0.129973,5.94342,7.37561,0.00381173,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
33,4.55835,-0.173182,-0.145895,4.41852,7.40781,0.00608259,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
34,4.56374,-0.165338,-0.145355,4.50089,7.41264,0.00360979,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
35,4.17603,-0.188739,-0.149446,3.91641,7.38844,0.00880498,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
36,5.60329,-0.21939,-0.0878471,4.96094,7.36826,0.00374252,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
37,4.64203,-0.166957,-0.145304,3.81432,7.42839,0.00446983,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
38,5.92009,-0.114348,-0.158736,4.78855,7.40943,-0.00276866,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
39,5.13272,-0.141872,-0.149924,5.68686,7.39563,0.00228318,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
40,4.46405,-0.18329,-0.124086,4.12892,7.424,0.0041209,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
41,5.471,-0.151112,-0.156073,3.73006,7.38709,0.00243457,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
42,2.7582,-0.137344,-0.166487,5.32768,7.33901,-0.00482558,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
43,5.45132,-0.144014,-0.150685,5.42316,7.38545,0.00176108,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
44,4.98643,-0.178974,-0.148711,4.19085,7.36551,-0.00128,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
45,4.58303,-0.260438,-0.0707839,10.0202,7.42281,0.00596331,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
46,4.36559,-0.171898,-0.109999,3.58158,7.43552,0.00622209,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
47,6.30161,-0.105147,-0.169943,4.17903,7.39819,0.0077762,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
48,5.0917,0.0519099,-0.175359,26.5804,7.40071,0.00538457,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
49,6.55463,-0.0884032,-0.160299,4.29822,7.35383,0.00550224,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
50,1.55943,-0.199763,-0.100149,5.0764,7.41255,0.0030955,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
51,3.48509,-0.16899,-0.144138,4.70583,7.38112,0.00379271,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
52,3.62821,-0.180921,-0.12946,3.62761,7.35877,0.00332424,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
53,5.25725,-0.252384,-0.119863,6.46735,7.46342,0.00222416,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
54,2.89327,-0.157661,-0.136303,6.42768,7.41146,0.0040642,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
55,6.93271,-0.12217,-0.158661,5.21457,7.45075,0.00509027,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
56,4.55458,-0.107606,-0.149009,4.37536,7.37036,0.00280364,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
57,5.38877,-0.110548,-0.156192,4.74496,7.39482,0.00310018,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
58,5.09558,-0.177575,-0.138443,5.94908,7.40523,0.00286976,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
59,3.9071,-0.144541,-0.158381,5.478,7.40265,-0.00315905,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
60,3.1106,-0.177063,-0.139191,4.62004,7.3865,0.0035252,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
61,1.77077,-0.167984,-0.141163,4.28566,7.31245,-0.00172954,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
62,6.4506,-0.14445,-0.144655,4.29576,7.39331,-0.00612588,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
63,1.43344,0.0609257,-0.133332,5.08885,7.3623,0.00536341,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
64,6.36417,-0.173457,-0.139329,5.69507,7.37723,0.00368029,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
65,4.99271,-0.163101,-0.136056,6.10974,7.3981,0.00362298,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
66,4.43521,-0.204392,-0.135094,4.83489,7.42486,0.00550256,0.142992,0.116219,0.735445,0.108853,0.121174,-6.93492,-0.12289,3.26661
