id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_b06_SAEM,eta_b16_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha15_SAEM,eta_alpha16_SAEM,eta_alpha17_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_alpha25_SAEM,eta_alpha26_SAEM,eta_alpha27_SAEM
1,-0.646759,-0.0387925,0.0326558,0.0194625,0.0771154,0.00448249,-0.590441,-0.0197288,3.00428,0.0951077,-0.605293,-0.07228,-0.113773,0.0265001,-80.9366,-1.90665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.337059,0.00758849,-0.0113481,-0.254032,0.0884413,0.00160864,-0.280306,0.010649,3.10616,0.0722908,-0.406956,0.0811129,0.354766,0.0189383,123.531,1.12838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.529885,-0.032673,0.00477517,-0.388072,0.00236304,0.00502497,-1.23657,-0.0895789,0.0439197,0.120634,-1.12623,-0.103554,0.561249,0.12489,135.696,4.62801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-2.20326,-0.083882,0.00131027,-0.626259,-0.0320137,0.000210293,1.51347,0.0510512,-0.614431,-0.04342,1.38684,0.0295532,0.102135,0.133431,-58.9469,-8.49353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.187161,0.0368494,-0.0054381,0.222977,-0.0384334,-0.00100051,-0.21815,0.0265941,-1.15244,-0.00838889,0.51218,0.0215337,0.108588,0.00851014,-43.7781,0.410757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3.83449,0.0919288,-0.0170273,0.35767,-0.0441441,-0.00204532,-0.207829,0.0726128,-2.24117,-0.0206614,0.306819,-0.0436748,-0.717349,-0.0920389,32.3748,0.65778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.920299,0.174122,-0.0283211,0.637966,0.044238,0.00400942,-0.215166,-0.00402432,2.01146,0.033227,0.0299667,-0.000292448,0.435975,-0.0470523,-122.586,2.92284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2.10681,0.120719,-0.0313161,0.469592,-0.00755635,-0.00303928,0.419613,-0.000145956,-0.0366486,0.00304405,0.640229,-0.0354591,0.380548,0.0179303,71.7609,4.78932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1.03498,0.0423257,-0.0261006,0.0580244,0.0333344,0.001767,1.59498,0.120601,1.21335,-0.0301289,1.32872,0.10307,-0.827223,-0.0714706,158.093,1.24213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-0.691178,0.00252666,-0.00382751,-0.0721962,-0.00452284,-0.000248248,-0.265632,-0.00689524,0.590346,-8.82431e-05,0.10568,0.0561022,-0.698426,-0.0312224,-232.746,-0.619813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.418628,0.0713621,-0.0163172,0.462235,0.0203412,-0.00019645,0.735017,0.00489704,1.47953,-0.018028,0.142474,0.0306155,-0.0134521,0.00164274,-36.0055,0.0141671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-1.51795,-0.0356863,-0.000972177,-0.531574,0.0420495,-0.00503438,0.652911,0.177977,1.16626,-0.127113,0.276739,0.0635675,0.0314601,0.0268627,0.923879,-10.4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-1.47401,0.00727687,-0.0127894,-0.351296,0.00920869,-0.000435611,0.217479,0.143922,-0.444147,-0.00737607,-1.14425,0.124105,-0.11601,0.0406189,60.9815,-0.880679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-2.12923,-0.00605741,-0.0072865,-0.505079,0.0293978,-0.00159266,0.185326,0.0756862,2.05345,-0.00648881,0.302682,-0.0319695,-0.59193,-0.0254865,49.0293,0.507023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.382458,0.0138144,-0.0258993,-0.177117,-0.0446484,0.00662703,0.498719,0.12905,-2.52478,0.0873949,0.233562,0.166816,-1.40617,-0.062085,4.28353,0.452353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1.5641,-0.000348467,-0.00822862,-0.20505,0.0130014,0.000515815,-1.0521,0.0302088,-0.132277,-0.00896648,-0.598253,-0.0842555,0.360924,-0.019624,-3.89889,-0.507395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.900879,0.0512804,-0.0357765,0.242717,-0.0370128,0.00307237,0.187102,0.121619,-1.59783,-0.0125112,0.769082,0.0246604,0.497715,0.0736445,62.0449,1.4954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-0.223796,0.0503785,0.0352064,-0.32564,0.00164128,0.00449357,1.29496,0.0602781,0.0727921,0.0222379,1.10606,0.06879,-0.510844,-0.184158,-32.7399,-0.243613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-0.562722,0.0218291,-0.0103499,-0.270577,-0.0306915,-0.00654137,-0.0974706,0.0148898,-1.238,-0.0937507,-0.412889,0.04888,0.831811,0.117025,-56.2947,2.8457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-1.34703,-0.0245616,0.0170028,-0.335784,0.0308934,0.00373875,-0.0498189,-0.0797694,0.430336,0.000276744,0.288206,0.00213206,-0.429121,0.0365632,-73.7744,-1.40787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-0.267585,0.0249232,-0.0153993,-0.127871,0.0360232,0.00158371,0.964488,-0.0154411,5.41783,0.0135249,0.712856,-0.0178153,-0.0877737,0.011442,13.5784,-0.484704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,-2.54937,-0.0153188,0.00351624,-0.0599611,0.00438349,-6.0771e-05,-1.00732,-0.0103898,1.46919,0.00286746,-0.103759,0.000596422,0.116246,-0.000564496,52.2049,0.1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
